CRN,Subj,Crse,Sec,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location
64255,ECE,436,B,3,Control of Dynamic Systems,MWF,04:00 pm-04:55 pm,Timothy Martyn Cameron (P),01/23-05/13,EGB 270
,,,,,,R,12:00 pm-01:50 pm,James Robert Chagdes,01/23-05/13,GAR 141
74061,ECE,436,C,3,Control of Dynamic Systems,MWF,04:00 pm-04:55 pm,Timothy Martyn Cameron (P),01/23-05/13,EGB 270
,,,,,,R,08:00 am-09:50 am,James Robert Chagdes,01/23-05/13,GAR 141
79517,ECE,436,D,3,Control of Dynamic Systems,MWF,04:00 pm-04:55 pm,Timothy Martyn Cameron (P),01/23-05/13,EGB 270
,,,,,,R,08:00 am-09:50 am,Jeffrey L. Peterson,01/23-05/13,EGB 168
80648,ECE,436,E,3,Control of Dynamic Systems,MWF,04:00 pm-04:55 pm,Timothy Martyn Cameron (P),01/23-05/13,EGB 270
,,,,,,R,02:00 pm-03:50 pm,Jeffrey L. Peterson,01/23-05/13,EGB 168
68377,ECE,448,A,2,Senior Design Project,T,04:00 pm-05:20 pm,Dmitriy Garmatyuk (P),01/23-05/13,GAR 156
62508,ECE,449,A,2,Senior Design Project,T,04:00 pm-05:20 pm,Dmitriy Garmatyuk (P),01/23-05/13,GAR 156
81788,ECE,461,A,3,Network Performance Analysis,TR,02:30 pm-03:50 pm,Gokhan Sahin (P),01/23-05/13,UPH 255
79278,ECE,493,A,3,Power Electronics,WF,01:00 pm-01:55 pm,Mark John Scott (P),01/23-05/13,GAR 156
,,,,,,R,12:00 pm-01:50 pm,Mark John Scott,01/23-05/13,EGB 175
80265,ECE,493,B,3,Power Electronics,WF,01:00 pm-01:55 pm,Mark John Scott (P),01/23-05/13,GAR 156
,,,,,,R,02:00 pm-03:50 pm,Mark John Scott,01/23-05/13,EGB 175
81749,ECE,493,C,3,Power Electronics,WF,01:00 pm-01:55 pm,Mark John Scott (P),01/23-05/13,GAR 156
,,,,,,R,10:00 am-11:50 am,Mark John Scott,01/23-05/13,EGB 175
65384,ECE,525,A,3,Digital Signal Processing,MW,11:30 am-12:50 pm,Chi-Hao Cheng (P),01/23-05/13,GAR 156
72790,ECE,526,A,3,Biomedical Signal Analysis,MW,10:00 am-11:20 am,Qihou Zhou (P),01/23-05/13,GAR 156
81784,ECE,530,A,3,EM in Sensing & Communications,MWF,08:30 am-09:25 am,Dmitriy Garmatyuk (P),01/23-05/13,GAR 156
77746,ECE,536,A,3,Control of Dynamic Systems,MWF,04:00 pm-04:55 pm,Timothy Martyn Cameron (P),01/23-05/13,EGB 270
,,,,,,T,08:00 am-09:50 am,James Robert Chagdes,01/23-05/13,GAR 141
77748,ECE,536,B,3,Control of Dynamic Systems,MWF,04:00 pm-04:55 pm,Timothy Martyn Cameron (P),01/23-05/13,EGB 270
,,,,,,R,12:00 pm-01:50 pm,James Robert Chagdes,01/23-05/13,EGB 168
77750,ECE,536,C,3,Control of Dynamic Systems,MWF,04:00 pm-04:55 pm,Timothy Martyn Cameron (P),01/23-05/13,EGB 270
,,,,,,R,08:00 am-09:50 am,James Robert Chagdes,01/23-05/13,EGB 168
79540,ECE,536,D,3,Control of Dynamic Systems,MWF,04:00 pm-04:55 pm,Timothy Martyn Cameron (P),01/23-05/13,EGB 270
,,,,,,R,08:00 am-09:50 am,Jeffrey L. Peterson,01/23-05/13,EGB 168
81791,ECE,561,A,3,Network Performance Analysis,TR,02:30 pm-03:50 pm,Gokhan Sahin (P),01/23-05/13,UPH 255
79279,ECE,593,A,3,Power Electronics,WF,01:00 pm-01:55 pm,Mark John Scott (P),01/23-05/13,GAR 156
,,,,,,R,12:00 pm-01:50 pm,Mark John Scott,01/23-05/13,EGB 175
80301,ECE,593,B,3,Power Electronics,WF,01:00 pm-01:55 pm,Mark John Scott (P),01/23-05/13,GAR 156
,,,,,,R,02:00 pm-03:50 pm,Mark John Scott,01/23-05/13,EGB 175
81752,ECE,593,C,3,Power Electronics,WF,01:00 pm-01:55 pm,Mark John Scott (P),01/23-05/13,GAR 156
,,,,,,R,10:00 am-11:50 am,Mark John Scott,01/23-05/13,EGB 175
72254,ECE,610,A,1,Graduate Seminar,W,04:00 pm-04:55 pm,Kumar Vikram Singh (P),01/23-05/13,BEN 115
,,,,,,,,,,
CRN,Subj,Crse,Sec,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location
77689,EGM,411,A,3,Leading and Managing Projects,TR,04:00 pm-05:20 pm,Vincent C. Hand (P),01/23-05/13,BEN 114
78739,EGM,511,A,3,Leading and Managing Projects,TR,04:00 pm-05:20 pm,Vincent C. Hand (P),01/23-05/13,BEN 114
,,,,,,,,,,
CRN,Subj,Crse,Sec,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location
80061,ENG,105,A,1,Writing Studio,M,10:00 am-11:20 am,Larysa Bobrova (P),01/23-05/13,BAC 338
68972,ENG,105,B,1,Writing Studio,T,10:00 am-11:20 am,Cher Cornett Uhl (P),01/23-05/13,BAC 338
82075,ENG,105,C,1,Writing Studio,W,10:00 am-11:20 am,Larysa Bobrova (P),01/23-05/13,BAC 338
70736,ENG,105,D,1,Writing Studio,M,11:30 am-12:50 pm,Keely i Mobley Mohon-Doyle (P),01/23-05/13,BAC 338
68974,ENG,105,E,1,Writing Studio,W,11:30 am-12:50 pm,Keely i Mobley Mohon-Doyle (P),01/23-05/13,BAC 338
82074,ENG,105,F,1,Writing Studio,M,01:00 pm-02:20 pm,Larysa Bobrova (P),01/23-05/13,BAC 338
78995,ENG,105,G,1,Writing Studio,M,02:30 pm-03:50 pm,Ling He (P),01/23-05/13,BAC 341
81646,ENG,105,H,1,Writing Studio,W,02:30 pm-03:50 pm,Ling He (P),01/23-05/13,BAC 343
73800,ENG,108,AA,4,U.S. Cult & Comp L2 Writers,MW,08:00 am-09:50 am,Larysa Bobrova (P),01/23-05/13,BAC 250
68766,ENG,108,AB,4,U.S. Cult & Comp L2 Writers,TR,08:00 am-09:50 am,Cher Cornett Uhl (P),01/23-05/13,BAC 154
75557,ENG,108,BA,4,U.S. Cult & Comp L2 Writers,MTWR,08:30 am-09:25 am,Miranda Paige Rowe (P),01/23-05/13,BAC 108
80394,ENG,108,BB,4,U.S. Cult & Comp L2 Writers,MWF,08:30 am-09:45 am,Olga Filatova (P),01/23-05/13,UPH 163
80162,ENG,108,CA,4,U.S. Cult & Comp L2 Writers,MTWR,10:00 am-10:55 am,Miranda Paige Rowe (P),01/23-05/13,UPH 235
80390,ENG,108,CB,4,U.S. Cult & Comp L2 Writers,MWF,10:00 am-11:15 am,Jessica Lynn Harbaum (P),01/23-05/13,BAC 108
78701,ENG,108,CC,4,U.S. Cult & Comp L2 Writers,MWF,10:00 am-11:15 am,Juhi Kim (P),01/23-05/13,MCG 317
70921,ENG,108,CD,4,U.S. Cult & Comp L2 Writers,MWF,10:00 am-11:15 am,Olga Filatova (P),01/23-05/13,UPH 343
80387,ENG,108,CE,4,U.S. Cult & Comp L2 Writers,MWF,10:00 am-11:15 am,Galina Shleykina (P),01/23-05/13,BAC 343
80163,ENG,108,EA,4,U.S. Cult & Comp L2 Writers,MTWR,11:30 am-12:25 pm,Miranda Paige Rowe (P),01/23-05/13,UPH 235
78700,ENG,108,EB,4,U.S. Cult & Comp L2 Writers,MWF,11:30 am-12:45 pm,Juhi Kim (P),01/23-05/13,MCG 317
80388,ENG,108,EC,4,U.S. Cult & Comp L2 Writers,MWF,11:30 am-12:45 pm,Clyde Joseph Sorell (P),01/23-05/13,HUG 004
80391,ENG,108,ED,4,U.S. Cult & Comp L2 Writers,MWF,11:30 am-12:45 pm,Olga Filatova (P),01/23-05/13,UPH 131
80392,ENG,108,EE,4,U.S. Cult & Comp L2 Writers,MWF,11:30 am-12:45 pm,Minsun Kim (P),01/23-05/13,PBD 029
77124,ENG,108,GA,4,U.S. Cult & Comp L2 Writers,MWF,01:00 pm-02:15 pm,Anthony Joseph Cimasko (P),01/23-05/13,BAC 138
79698,ENG,108,GB,4,U.S. Cult & Comp L2 Writers,MWF,01:00 pm-02:15 pm,Minsun Kim (P),01/23-05/13,PBD 024
69381,ENG,108,KA,4,U.S. Cult & Comp L2 Writers,MWF,02:30 pm-03:45 pm,Minsun Kim (P),01/23-05/13,PBD 024
79869,ENG,108,KB,4,U.S. Cult & Comp L2 Writers,MWF,02:30 pm-03:45 pm,Clyde Joseph Sorell (P),01/23-05/13,UPH 131
79870,ENG,108,QA,4,U.S. Cult & Comp L2 Writers,MW,04:00 pm-05:50 pm,Larysa Bobrova (P),01/23-05/13,UPH 209
78989,ENG,108,QB,4,U.S. Cult & Comp L2 Writers,MW,04:00 pm-05:50 pm,Cher Cornett Uhl (P),01/23-05/13,BAC 256
73801,ENG,108,QC,4,U.S. Cult & Comp L2 Writers,MW,04:00 pm-05:50 pm,Kyung Min Kim (P),01/23-05/13,BAC 254
80389,ENG,108,QD,4,U.S. Cult & Comp L2 Writers,MWF,04:00 pm-05:15 pm,Clyde Joseph Sorell (P),01/23-05/13,UPH 235
79701,ENG,109,AA,4,Composition & Rhet L2 Writers,MW,08:00 am-09:50 am,Keely i Mobley Mohon-Doyle (P),01/23-05/13,UPH 343
73802,ENG,109,BA,4,Composition & Rhet L2 Writers,MWF,08:30 am-09:45 am,Mairel Charm Moreto Damon (P),01/23-05/13,BAC 256
78655,ENG,109,CA,4,Composition & Rhet L2 Writers,MWF,10:00 am-11:15 am,Ling He (P),01/23-05/13,MCG 422
70198,ENG,109,CB,4,Composition & Rhet L2 Writers,MWF,10:00 am-11:15 am,Nugrahenny Tourisia Zacharias (P),01/23-05/13,PBD 024
69368,ENG,109,CC,4,Composition & Rhet L2 Writers,MWF,10:00 am-11:15 am,Mairel Charm Moreto Damon (P),01/23-05/13,BOY 228
67071,ENG,109,EA,4,Composition & Rhet L2 Writers,MWF,11:30 am-12:45 pm,Mairel Charm Moreto Damon (P),01/23-05/13,BOY 228
78737,ENG,109,EB,4,Composition & Rhet L2 Writers,MWF,11:30 am-12:45 pm,Ling He (P),01/23-05/13,UPH 167
81713,ENG,109,EC,4,Composition & Rhet L2 Writers,MWF,11:30 am-12:45 pm,Richmond Solomon Kwesi Dzekoe (P),01/23-05/13,BOY 117
78726,ENG,109,GA,4,Composition & Rhet L2 Writers,MWF,01:00 pm-02:15 pm,Ryan Wright (P),01/23-05/13,EGB 266
73803,ENG,109,GB,4,Composition & Rhet L2 Writers,MWF,01:00 pm-02:15 pm,Richmond Solomon Kwesi Dzekoe (P),01/23-05/13,BOY 117
81714,ENG,109,GC,4,Composition & Rhet L2 Writers,MWF,01:00 pm-02:15 pm,Nugrahenny Tourisia Zacharias (P),01/23-05/13,UPH 226
78653,ENG,109,KA,4,Composition & Rhet L2 Writers,MWF,02:30 pm-03:45 pm,Karim Hesham Shaker Ibrahim (P),01/23-05/13,BAC 250
73804,ENG,109,KB,4,Composition & Rhet L2 Writers,MWF,02:30 pm-03:45 pm,Ryan Wright (P),01/23-05/13,EGB 266
67556,ENG,109,PA,4,Composition & Rhet L2 Writers,MW,04:00 pm-05:50 pm,William Patrick Orth (P),01/23-05/13,UPH 343
78588,ENG,109,PB,4,Composition & Rhet L2 Writers,MW,04:00 pm-05:50 pm,Keely i Mobley Mohon-Doyle (P),01/23-05/13,BAC 151
78712,ENG,109,PC,4,Composition & Rhet L2 Writers,MWF,04:00 pm-05:15 pm,Richmond Solomon Kwesi Dzekoe (P),01/23-05/13,BAC 131
79642,ENG,111,AA,3,Composition and Rhetoric,MWF,08:30 am-09:25 am,Carrie Nicole Bindschadler (P),01/23-05/13,UPH 167
79649,ENG,111,AB,3,Composition and Rhetoric,MWF,08:30 am-09:25 am,Peter Hoxie Heath (P),01/23-05/13,UPH 131
80918,ENG,111,AC,3,Composition and Rhetoric,MWF,08:30 am-09:25 am,Erin Elizabeth Jamieson (P),01/23-05/13,PBD 021
79661,ENG,111,AD,3,Composition and Rhetoric,MWF,08:30 am-09:25 am,Kesha Denise Peyrefitte (P),01/23-05/13,BAC 264
79878,ENG,111,BA,3,Composition and Rhetoric,MW,08:30 am-09:50 am,Mandy Rhae Olejnik (P),01/23-05/13,BAC 134
79884,ENG,111,BB,3,Composition and Rhetoric,TR,08:30 am-09:50 am,Jeffrey Allan Carr (P),01/23-05/13,UPH 235
79890,ENG,111,BC,3,Composition and Rhetoric,TR,08:30 am-09:50 am,Samitha Sumanthri Senanayake (P),01/23-05/13,BAC 138
79879,ENG,111,BD,3,Composition and Rhetoric,TR,08:30 am-09:50 am,Dhanuka Bandara (P),01/23-05/13,BAC 250
79648,ENG,111,BE,3,Composition and Rhetoric,TR,08:30 am-09:50 am,Tatiana Raquel Silvas (P),01/23-05/13,BAC 346
80919,ENG,111,BF,3,Composition and Rhetoric,TR,08:30 am-09:50 am,Sidne Suzanne Lyon (P),01/23-05/13,UPH 131
80920,ENG,111,CA,3,Composition and Rhetoric,MWF,10:00 am-10:55 am,Courtney Nicole Kalmbach (P),01/23-05/13,UPH 131
79882,ENG,111,DA,3,Composition and Rhetoric,MW,10:00 am-11:20 am,Karunanayake Pathirannehelag Priyanimal (P),01/23-05/13,PBD 031
79651,ENG,111,DB,3,Composition and Rhetoric,TR,10:00 am-11:20 am,Hua Zhu (P),01/23-05/13,BAC 154
77221,ENG,111,DC,3,Composition and Rhetoric,TR,10:00 am-11:20 am,Jeffrey Allan Carr (P),01/23-05/13,UPH 343
79653,ENG,111,DD,3,Composition and Rhetoric,TR,10:00 am-11:20 am,Sidne Suzanne Lyon (P),01/23-05/13,UPH 131
79652,ENG,111,DE,3,Composition and Rhetoric,TR,10:00 am-11:20 am,Emily Jane O'Brien (P),01/23-05/13,BOY 228
79880,ENG,111,DF,3,Composition and Rhetoric,WF,10:00 am-11:20 am,Yebing Zhao (P),01/23-05/13,BAC 151
82300,ENG,111,EA,3,Composition and Rhetoric,MWF,11:30 am-12:25 pm,Courtney Nicole Kalmbach (P),01/23-05/13,SHD 009
79881,ENG,111,FA,3,Composition and Rhetoric,MW,11:30 am-12:50 pm,Kyung Min Kim (P),01/23-05/13,PBD 031
79886,ENG,111,FB,3,Composition and Rhetoric,TR,11:30 am-12:50 pm,Gabriella Marie Pishotti (P),01/23-05/13,BOY 228
79657,ENG,111,FC,3,Composition and Rhetoric,TR,11:30 am-12:50 pm,Christopher Brian Murphy (P),01/23-05/13,MCG 224
79658,ENG,111,FD,3,Composition and Rhetoric,TR,11:30 am-12:50 pm,Hua Zhu (P),01/23-05/13,BAC 256
79887,ENG,111,FE,3,Composition and Rhetoric,TR,11:30 am-12:50 pm,Menerapitiya Vi Sammani Kaushalya Perera (P),01/23-05/13,UPH 167
79655,ENG,111,FF,3,Composition and Rhetoric,TR,11:30 am-12:50 pm,Recarlo Angelo Richardson (P),01/23-05/13,UPH 249
81559,ENG,111,FG,3,Composition and Rhetoric,TR,11:30 am-12:50 pm,Charlynn Estes (P),01/23-05/13,UPH 343
79659,ENG,111,FH,3,Composition and Rhetoric,WF,11:30 am-12:50 pm,Sarah Ellen Allard (P),01/23-05/13,BAC 254
79889,ENG,111,GA,3,Composition and Rhetoric,MW,01:00 pm-02:20 pm,Amy Nadine Accongio (P),01/23-05/13,PBD 021
79666,ENG,111,JA,3,Composition and Rhetoric,MW,01:00 pm-02:20 pm,Rachel Rebecca Rode Schaefer (P),01/23-05/13,PBD 031
79662,ENG,111,JB,3,Composition and Rhetoric,TR,01:00 pm-02:20 pm,Stephen P Dudas (P),01/23-05/13,UPH 163
79663,ENG,111,JC,3,Composition and Rhetoric,TR,01:00 pm-02:20 pm,Nolan H Boyd (P),01/23-05/13,BAC 250
79668,ENG,111,JD,3,Composition and Rhetoric,TR,01:00 pm-02:20 pm,Catherine R Shay (P),01/23-05/13,UPH 328
73779,ENG,111,JE,3,Composition and Rhetoric,TR,01:00 pm-02:20 pm,Danielle Marie Hart (P),01/23-05/13,UPH 343
68769,ENG,111,JF,3,Composition and Rhetoric,WF,01:00 pm-02:20 pm,Chase Nicholas Eversole (P),01/23-05/13,UPH 235
79660,ENG,111,JG,3,Composition and Rhetoric,WF,01:00 pm-02:20 pm,Yebing Zhao (P),01/23-05/13,BAC 252
79674,ENG,111,NA,3,Composition and Rhetoric,MW,02:30 pm-03:50 pm,Kyung Min Kim (P),01/23-05/13,BAC 143
79670,ENG,111,NB,3,Composition and Rhetoric,MW,02:30 pm-03:50 pm,Elizabeth Esther Wolfe (P),01/23-05/13,UPH 167
79672,ENG,111,NC,3,Composition and Rhetoric,TR,02:30 pm-03:50 pm,Danielle Marie Hart (P),01/23-05/13,UPH 343
79888,ENG,111,ND,3,Composition and Rhetoric,TR,02:30 pm-03:50 pm,Menerapitiya Vi Sammani Kaushalya Perera (P),01/23-05/13,UPH 131
79671,ENG,111,NE,3,Composition and Rhetoric,TR,02:30 pm-03:50 pm,Patrick George Harris (P),01/23-05/13,UPH 328
79934,ENG,111,QA,3,Composition and Rhetoric,MW,04:00 pm-05:20 pm,Elizabeth Kristen Weeks (P),01/23-05/13,BAC 250
79677,ENG,111,QB,3,Composition and Rhetoric,MW,04:00 pm-05:20 pm,David Coffin Halliwell (P),01/23-05/13,BAC 264
79664,ENG,111,QC,3,Composition and Rhetoric,TR,04:00 pm-05:20 pm,Katarina Nicole Morris (P),01/23-05/13,BAC 346
67380,ENG,111,RA,3,Composition and Rhetoric,TR,05:30 pm-06:50 pm,Patrick George Harris (P),01/23-05/13,BAC 250
79676,ENG,111,SA,3,Composition and Rhetoric,,TBA,Annika Lee Vorhes (P),01/23-05/13,WEB
21087,ENG,112,A,3,Composition & Literature,TR,11:30 am-12:50 pm,Weiwei Xiong (P),01/23-05/13,KRG 207
61499,ENG,112,B,3,Composition & Literature,TR,02:30 pm-03:50 pm,Weiwei Xiong (P),01/23-05/13,BAC 151
29812,ENG,112,C,3,Composition & Literature,MW,02:30 pm-03:50 pm,Irena Kola (P),01/23-05/13,BAC 254
28799,ENG,112,D,3,Composition & Literature,MW,04:00 pm-05:20 pm,Ryan Wright (P),01/23-05/13,EGB 266
80990,ENG,121,A,3,Literature for ESL Learners,MW,02:30 pm-03:50 pm,William Patrick Orth (P),01/23-05/13,UPH 365
79789,ENG,122,A,3,Popular Literature,TR,01:00 pm-02:20 pm,Winona Lillian Landis (P),01/23-05/13,BAC 131
79640,ENG,123,A,3,Introduction To Poetry,MW,02:30 pm-03:50 pm,Courtney Nicole Kalmbach (P),01/23-05/13,SHD 052
67094,ENG,124,A,3,Introduction To Fiction,TR,10:00 am-11:20 am,Menerapitiya Vi Sammani Kaushalya Perera (P),01/23-05/13,UPH 275
28508,ENG,132,A,3,Life&Thought In English Lit,TR,11:30 am-12:50 pm,Heather Lea Nelson (P),01/23-05/13,UPH 258
68771,ENG,141,A,3,Life&Thought In American Lit,TR,02:30 pm-03:50 pm,Michele Currie Navakas (P),01/23-05/13,BAC 112
76820,ENG,143,A,3,American Lit 1945-Present,MW,01:00 pm-02:20 pm,Nicolyn V Woodcock (P),01/23-05/13,UPH 298
81562,ENG,201E,A,3,Language and Culture,MWF,01:00 pm-01:55 pm,Galina Shleykina (P),01/23-05/13,IRV 142
80904,ENG,202,A,3,Var English: Dialect Divrs/Lng,MW,11:30 am-12:50 pm,Jacquelyn Rahman (P),01/23-05/13,BAC 346
74901,ENG,213,A,3,Writing for Media,TR,10:00 am-11:20 am,Kathleen M. German (P),01/23-05/13,WIH 130
76815,ENG,213,B,3,Writing for Media,WF,02:30 pm-03:50 pm,Robin Boston Hinton (P),01/23-05/13,WIH 130
81468,ENG,213,C,3,Writing for Media,W,06:00 pm-08:40 pm,Robert Bodle (P),01/23-05/13,WIH 130
79766,ENG,221,A,3,Shakespeare And Film,TR,11:30 am-12:50 pm,Kaara L. Peterson (P),01/23-05/13,BAC 346
75221,ENG,223,A,3,Strategies for Writers,MW,11:30 am-12:50 pm,Johnathon Douglas Mauk (P),01/23-05/13,PBD 407
70630,ENG,223,B,3,Strategies for Writers,MW,02:30 pm-03:50 pm,Johnathon Douglas Mauk (P),01/23-05/13,BAC 346
68773,ENG,224,A,3,Digital Writing and Rhetoric,WF,08:30 am-09:50 am,Kathleen Marie Coffey (P),01/23-05/13,UPH 328
73807,ENG,224,B,3,Digital Writing and Rhetoric,MW,10:00 am-11:20 am,Adam Wayne Strantz (P),01/23-05/13,BAC 264
79697,ENG,224,C,3,Digital Writing and Rhetoric,TR,10:00 am-11:20 am,Emily Marie Legg (P),01/23-05/13,UPH 328
77145,ENG,224,D,3,Digital Writing and Rhetoric,WF,10:00 am-11:20 am,Kathleen Marie Coffey (P),01/23-05/13,UPH 328
76445,ENG,224,E,3,Digital Writing and Rhetoric,MW,11:30 am-12:50 pm,Adam Wayne Strantz (P),01/23-05/13,BAC 264
78852,ENG,224,F,3,Digital Writing and Rhetoric,TR,02:30 pm-03:50 pm,Scott Edward Wagar (P),01/23-05/13,BAC 264
76443,ENG,224,G,3,Digital Writing and Rhetoric,TR,04:00 pm-05:20 pm,Scott Edward Wagar (P),01/23-05/13,BAC 264
82454,ENG,224,H,3,Digital Writing and Rhetoric,TR,08:30 am-09:50 am,Ryan Scott Vingum (P),01/23-05/13,BAC 264
80932,ENG,225,A,3,Advanced Composition,MW,08:30 am-09:50 am,Greta Lynn Smith (P),01/23-05/13,BAC 254
80933,ENG,225,B,3,Advanced Composition,TR,08:30 am-09:50 am,Angela Marie Glotfelter (P),01/23-05/13,UPH 167
80934,ENG,225,C,3,Advanced Composition,WF,08:30 am-09:50 am,Kyle Ross Larson (P),01/23-05/13,UPH 235
80997,ENG,225,D,3,Advanced Composition,MW,10:00 am-11:20 am,Greta Lynn Smith (P),01/23-05/13,BAC 143
80935,ENG,225,E,3,Advanced Composition,MW,10:00 am-11:20 am,Nicolyn V Woodcock (P),01/23-05/13,UPH 167
79765,ENG,225,F,3,Advanced Composition,MW,10:00 am-11:20 am,Kerrie L. Carsey (P),01/23-05/13,BAC 138
75223,ENG,225,G,3,Advanced Composition,TR,10:00 am-11:20 am,Andrew Hebard (P),01/23-05/13,UPH 167
82259,ENG,225,I,3,Advanced Composition,TR,10:00 am-11:20 am,Scott Edward Wagar (P),01/23-05/13,BAC 250
80931,ENG,225,J,3,Advanced Composition,WF,10:00 am-11:20 am,Kyle Ross Larson (P),01/23-05/13,BAC 254
80936,ENG,225,K,3,Advanced Composition,MW,11:30 am-12:50 pm,Greta Lynn Smith (P),01/23-05/13,UPH 258
80938,ENG,225,L,3,Advanced Composition,TR,11:30 am-12:50 pm,Gabriele Bechtel (P),01/23-05/13,UPH 131
81716,ENG,225,M,3,Advanced Composition,WF,11:30 am-12:50 pm,Christian Brant Williams (P),01/23-05/13,UPH 389
80937,ENG,225,N,3,Advanced Composition,WF,11:30 am-12:50 pm,Michelle Rae Christensen (P),01/23-05/13,UPH 343
79764,ENG,225,O,3,Advanced Composition,TR,01:00 pm-02:20 pm,Sarah Elizabeth Morris (P),01/23-05/13,BAC 256
82068,ENG,225,P,3,Advanced Composition,TR,01:00 pm-02:20 pm,Joshua B. Jones (P),01/23-05/13,BAC 055
81717,ENG,225,Q,3,Advanced Composition,WF,01:00 pm-02:20 pm,Michelle Rae Christensen (P),01/23-05/13,UPH 389
81276,ENG,225,R,3,Advanced Composition,TR,02:30 pm-03:50 pm,Joshua Frank Moats (P),01/23-05/13,BAC 254
80905,ENG,225,S,3,Advanced Composition,TR,02:30 pm-03:50 pm,Cheryl L. Johnson (P),01/23-05/13,BAC 134
80452,ENG,225,T,3,Advanced Composition,MW,04:00 pm-05:20 pm,Johnathon Douglas Mauk (P),01/23-05/13,BAC 134
81275,ENG,225,U,3,Advanced Composition,TR,04:00 pm-05:20 pm,Joshua Frank Moats (P),01/23-05/13,BAC 254
80906,ENG,225,V,3,Advanced Composition,TR,04:00 pm-05:20 pm,Sarah Elizabeth Morris (P),01/23-05/13,UPH 167
82544,ENG,225,AA,3,Advanced Composition,MW,01:00 pm-02:20 pm,Ilknur Eginli (P),01/23-05/13,BAC 154
79760,ENG,225,AB,3,Advanced Composition,MW,02:30 pm-03:50 pm,Ilknur Eginli (P),01/23-05/13,BAC 154
82540,ENG,225,AC,3,Advanced Composition,MW,04:00 pm-05:20 pm,Ilknur Eginli (P),01/23-05/13,BAC 154
82268,ENG,225H,A,3,Advanced Composition,TR,10:00 am-11:20 am,Kaara L. Peterson (P),01/23-05/13,BAC 256
21173,ENG,226,A,3,Intro/Creat Wrt:Sht Fctn&Poet,MW,08:30 am-09:50 am,Justin Tyler Chandler (P),01/23-05/13,BAC 346
21175,ENG,226,B,3,Intro/Creat Wrt:Sht Fctn&Poet,TR,08:30 am-09:50 am,Carly Ann Plank (P),01/23-05/13,BAC 256
21172,ENG,226,C,3,Intro/Creat Wrt:Sht Fctn&Poet,TR,10:00 am-11:20 am,Christopher Alan Cox (P),01/23-05/13,SHD 052
21174,ENG,226,D,3,Intro/Creat Wrt:Sht Fctn&Poet,TR,11:30 am-12:50 pm,Joseph Patrick Squance (P),01/23-05/13,BAC 143
21178,ENG,226,E,3,Intro/Creat Wrt:Sht Fctn&Poet,WF,11:30 am-12:50 pm,Erin Elizabeth Jamieson (P),01/23-05/13,PBD 021
80449,ENG,226,F,3,Intro/Creat Wrt:Sht Fctn&Poet,MW,02:30 pm-03:50 pm,Isaac Pickell (P),01/23-05/13,BAC 245
21171,ENG,226,G,3,Intro/Creat Wrt:Sht Fctn&Poet,W,02:30 pm-03:50 pm,Christopher F. Cheek (P),01/23-05/13,BAC 134
80456,ENG,226,H,3,Intro/Creat Wrt:Sht Fctn&Poet,TR,04:00 pm-05:20 pm,Weiwei Xiong (P),01/23-05/13,BAC 250
82477,ENG,226,AA,3,Intro/Creat Wrt:Sht Fctn&Poet,MW,08:30 am-09:50 am,Tammy Jolene Atha (P),01/23-05/13,UPH 226
21176,ENG,231,A,3,The Short Story,MW,01:00 pm-02:20 pm,William Francis Fisher (P),01/23-05/13,UPH 167
24211,ENG,231,B,3,The Short Story,MW,02:30 pm-03:50 pm,William Francis Fisher (P),01/23-05/13,UPH 255
80098,ENG,236,A,3,Alternative Traditions In Film,MW,04:00 pm-05:20 pm,Erin Elisabeth Edwards (P),01/23-05/13,UPH 298
79682,ENG,248,A,3,Asian American Literature,,TBA,Maki Smith (P),01/23-05/13,WEB
81179,ENG,249,A,3,Asian & Asian American Cinema,MW,11:30 am-12:50 pm,Nalin Asoka Jayasena (P),01/23-05/13,BAC 138
,,,,,,W,05:00 pm-07:00 pm,TBA,01/23-05/13,KRG 227
70631,ENG,262,A,3,Children's Literature,TR,10:00 am-11:20 am,Anita C. Wilson (P),01/23-05/13,BAC 138
65400,ENG,262,B,3,Children's Literature,TR,01:00 pm-02:20 pm,Anita C. Wilson (P),01/23-05/13,BAC 143
70830,ENG,298,A,3,Intro:Literary&Cultural Study,MW,10:00 am-11:20 am,Stefanie Kyle Dunning (P),01/23-05/13,BAC 256
81380,ENG,298,B,3,Intro:Literary&Cultural Study,MW,01:00 pm-02:20 pm,Stefanie Kyle Dunning (P),01/23-05/13,UPH 343
21190,ENG,298,C,3,Intro:Literary&Cultural Study,TR,02:30 pm-03:50 pm,Kathleen N. Johnson (P),01/23-05/13,BAC 250
67110,ENG,301,A,3,History Of English Language,R,01:00 pm-02:20 pm,Gwendolyn Etter-Lewis (P),01/23-05/13,BAC 108
80903,ENG,301,B,3,History Of English Language,TR,02:30 pm-03:50 pm,Patrick Joseph Murphy (P),01/23-05/13,BAC 346
75229,ENG,302,A,3,Structure Of Modern English,MW,02:30 pm-03:50 pm,Vincent John Palozzi (P),01/23-05/13,UPH 262
79706,ENG,302,B,3,Structure Of Modern English,TR,10:00 am-11:20 am,Vincent John Palozzi (P),01/23-05/13,UPH 255
