CRN,Subj,Crse,Sec,Cmp,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location
69129,ECO,331,B,O,3,Public Sector Economics,TR,10:00 am-11:20 am,Analisa Marie Packham (P),08/29-12/10,FSB 0019
,,,,,,,T,10:15 am-12:15 pm,Analisa Marie Packham,12/13-12/13,FSB 0019
10650,ECO,344,A,O,3,Internatl Economic Relations,TR,02:30 pm-03:50 pm,Ling Shao (P),08/29-12/10,FSB 0019
,,,,,,,R,03:00 pm-05:00 pm,Ling Shao,12/15-12/15,FSB 0019
55909,ECO,344,B,O,3,Internatl Economic Relations,TR,04:00 pm-05:20 pm,Ling Shao (P),08/29-12/10,FSB 0019
,,,,,,,T,03:00 pm-05:00 pm,Ling Shao,12/13-12/13,FSB 0019
67710,ECO,347,A,O,3,Economic Development,MW,01:00 pm-02:20 pm,Janice Rye Kinghorn (P),08/29-12/10,FSB 1006
,,,,,,,M,12:45 pm-02:45 pm,Janice Rye Kinghorn,12/12-12/12,FSB 1006
18146,ECO,385,A,O,3,Government And Business,TR,10:00 am-11:20 am,James W. Brock (P),08/29-12/10,FSB 1006
,,,,,,,T,10:15 am-12:15 pm,James W. Brock,12/13-12/13,FSB 1006
59918,ECO,405,A,O,3,Economics of Strategy,TR,08:30 am-09:50 am,Gerald D. Granderson (P),08/29-12/10,FSB 1006
,,,,,,,R,08:00 am-10:00 am,Gerald D. Granderson,12/15-12/15,FSB 1006
67706,ECO,411,A,O,3,Advanced Empirical Methods,MW,01:00 pm-02:20 pm,Jing Li (P),08/29-12/10,FSB 0014
,,,,,,,M,12:45 pm-02:45 pm,Jing Li,12/12-12/12,FSB 0014
54280,ECO,414,B,O,4,Mathematical Economics,M,04:00 pm-05:50 pm,Mark E. McBride (P),08/29-12/10,FSB 1006
,,,,,,,F,02:30 pm-04:20 pm,Mark E. McBride,08/29-12/10,FSB 0014
,,,,,,,W,03:00 pm-05:00 pm,Mark E. McBride,12/14-12/14,FSB 1006
67711,ECO,418,A,O,3,Monetary Theory And Policy,WF,01:00 pm-02:20 pm,Prosper Raynold (P),08/29-12/10,FSB 0005
,,,,,,,M,12:45 pm-02:45 pm,Prosper Raynold,12/12-12/12,FSB 0005
18148,ECO,423,A,O,3,History Of Economic Analysis,W,06:00 pm-08:40 pm,James W. Brock (P),08/29-12/10,FSB 1006
,,,,,,,W,07:45 pm-09:45 pm,James W. Brock,12/14-12/14,FSB 1006
69117,ECO,451,A,O,3,Economic History,MW,11:30 am-12:50 pm,Melissa A. Thomasson (P),08/29-12/10,FSB 1006
,,,,,,,W,12:45 pm-02:45 pm,Melissa A. Thomasson,12/14-12/14,FSB 1006
69122,ECO,465,A,O,3,Game Theory/Econ Applications,M,11:30 am-12:50 pm,Mark E. McBride (P),08/29-12/10,FSB 0019
,,,,,,,F,11:30 am-12:50 pm,Mark E. McBride,08/29-12/10,FSB 0032
,,,,,,,W,12:45 pm-02:45 pm,Mark E. McBride,12/14-12/14,FSB 0019
69123,ECO,465,B,O,3,Game Theory/Econ Applications,M,01:00 pm-02:20 pm,Mark E. McBride (P),08/29-12/10,FSB 0019
,,,,,,,F,01:00 pm-02:20 pm,Mark E. McBride,08/29-12/10,FSB 0032
,,,,,,,M,12:45 pm-02:45 pm,Mark E. McBride,12/12-12/12,FSB 0019
68762,ECO,511,A,O,3,Advanced Empirical Methods,MW,01:00 pm-02:20 pm,Jing Li (P),08/29-12/10,FSB 0014
,,,,,,,M,12:45 pm-02:45 pm,Jing Li,12/12-12/12,FSB 0014
63988,ECO,514,B,O,4,Mathematical Economics,M,04:00 pm-05:50 pm,Mark E. McBride (P),08/29-12/10,FSB 1006
,,,,,,,F,02:30 pm-04:20 pm,Mark E. McBride,08/29-12/10,FSB 0014
,,,,,,,W,03:00 pm-05:00 pm,Mark E. McBride,12/14-12/14,FSB 1006
67712,ECO,518,A,O,3,Monetary Theory And Policy,WF,01:00 pm-02:20 pm,Prosper Raynold (P),08/29-12/10,FSB 0005
,,,,,,,M,12:45 pm-02:45 pm,Prosper Raynold,12/12-12/12,FSB 0005
18150,ECO,523,A,O,3,History Of Economic Analysis,W,06:00 pm-08:40 pm,James W. Brock (P),08/29-12/10,FSB 1006
,,,,,,,W,07:45 pm-09:45 pm,James W. Brock,12/14-12/14,FSB 1006
69118,ECO,551,A,O,3,Economic History,MW,11:30 am-12:50 pm,Melissa A. Thomasson (P),08/29-12/10,FSB 1006
,,,,,,,W,12:45 pm-02:45 pm,Melissa A. Thomasson,12/14-12/14,FSB 1006
63985,ECO,615,A,O,3,Advanced Microeconomic Theory,MW,02:30 pm-03:50 pm,Charles C. Moul (P),08/29-12/10,FSB 1006
,,,,,,,M,03:00 pm-05:00 pm,Charles C. Moul,12/12-12/12,FSB 1006
68602,ECO,616,V A,V,3,Microecon Analysis/Managrl Dec,R,06:00 pm-09:30 pm,Tapas K Ray (P),08/29-11/18,VOA 127
63986,ECO,617,A,O,3,Advanced Macroeconomic Theory,TR,11:30 am-12:50 pm,Jonathan Stephen Wolff (P),08/29-12/10,FSB 1006
,,,,,,,R,12:45 pm-02:45 pm,Jonathan Stephen Wolff,12/15-12/15,FSB 1006
63987,ECO,663,A,O,3,Econometrics,TR,04:00 pm-05:20 pm,George K. Davis (P),08/29-12/10,FSB 0033
,,,,,,,T,03:00 pm-05:00 pm,George K. Davis,12/13-12/13,FSB 0033
,,,,,,,,,,,
CRN,Subj,Crse,Sec,Cmp,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location
69135,EHS,401,A,O,3,Life Meaning & Mindfulness,TR,02:30 pm-03:50 pm,Suzanne Klatt (P),08/29-12/10,MCG 419
,,,,,,,R,03:00 pm-05:00 pm,Suzanne Klatt,12/15-12/15,MCG 419
70449,EHS,422,A,O,1,Contemplative Inquiry Lab,R,04:00 pm-04:55 pm,Suzanne Klatt (P),08/29-12/10,MCG 128
,,,,,,,T,03:00 pm-05:00 pm,Suzanne Klatt,12/13-12/13,MCG 128
70445,EHS,422,VA,O,1,Contemplative Inquiry Lab,W,11:00 am-12:30 pm,Suzanne Klatt (P),09/06-11/07,MCG 128
70447,EHS,422,WA,O,1,Contemplative Inquiry Lab,T,05:00 pm-06:30 pm,Suzanne Klatt (P),10/12-12/10,MCG 128
,,,,,,,T,03:00 pm-05:00 pm,Suzanne Klatt,12/13-12/13,MCG 128
69136,EHS,501,A,O,3,Life Meaning & Mindfulness,TR,02:30 pm-03:50 pm,Suzanne Klatt (P),08/29-12/10,MCG 419
,,,,,,,R,03:00 pm-05:00 pm,Suzanne Klatt,12/15-12/15,MCG 419
70450,EHS,522,A,O,1,Contemplative Inquiry Lab,R,04:00 pm-04:55 pm,Suzanne Klatt (P),08/29-12/10,MCG 128
,,,,,,,T,03:00 pm-05:00 pm,Suzanne Klatt,12/13-12/13,MCG 128
70446,EHS,522,VA,O,1,Contemplative Inquiry Lab,W,11:00 am-12:30 pm,Suzanne Klatt (P),09/06-11/07,MCG 128
70448,EHS,522,WA,O,1,Contemplative Inquiry Lab,T,05:00 pm-06:30 pm,Suzanne Klatt (P),10/12-12/10,MCG 128
,,,,,,,T,03:00 pm-05:00 pm,Suzanne Klatt,12/13-12/13,MCG 128
60299,EHS,667,A,O,3,Behavior Statistics,R,04:00 pm-06:40 pm,Jason T. Abbitt (P),08/29-12/10,MCG 416
,,,,,,,T,03:00 pm-05:00 pm,Jason T. Abbitt,12/13-12/13,MCG 416
68045,EHS,668,A,O,3,Behavior Statistics II,TR,10:00 am-11:20 am,Rose Marie Ward (P),08/29-12/10,MCG 317
,,,,,,,T,10:15 am-12:15 pm,Rose Marie Ward,12/13-12/13,MCG 317
65455,EHS,710,A,O,1.000-6.000,Interdiscip. Doctoral Lab,,TBA,Sherrill L. Sellers (P),08/29-12/10,TBA
,,,,,,,,,,,
CRN,Subj,Crse,Sec,Cmp,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location
10664,EDL,100,A,O,2,Career Devlp College Student,R,02:30 pm-04:20 pm,Geremy William Bardon (P),08/29-12/10,MCG 221
,,,,,,,R,03:00 pm-05:00 pm,Geremy William Bardon,12/15-12/15,MCG 221
63256,EDL,100,B,O,2,Career Devlp College Student,W,04:00 pm-05:50 pm,Shelby Louise Summers Ballard (P),08/29-12/10,MCG 222
,,,,,,,W,03:00 pm-05:00 pm,Shelby Louise Summers Ballard,12/14-12/14,MCG 222
10665,EDL,100,C,O,2,Career Devlp College Student,T,10:00 am-11:50 am,Shamika Nicole Karikari (P),08/29-12/10,HRN 204
,,,,,,,T,10:15 am-12:15 pm,Shamika Nicole Karikari,12/13-12/13,HRN 204
66621,EDL,100,D,O,2,Career Devlp College Student,T,08:30 am-10:20 am,Victoria Andrea Masnyj (P),08/29-12/10,HRN 109
,,,,,,,R,08:00 am-10:00 am,Victoria Andrea Masnyj,12/15-12/15,HRN 109
66726,EDL,100,F,O,2,Career Devlp College Student,T,04:00 pm-05:50 pm,Kelly Marie Thompson (P),08/29-12/10,EGB 163
,,,,,,,T,03:00 pm-05:00 pm,Kelly Marie Thompson,12/13-12/13,EGB 163
66820,EDL,100,G,O,2,Career Devlp College Student,T,04:00 pm-05:50 pm,Janie Anne Spires (P),08/29-12/10,MCG 316
,,,,,,,T,03:00 pm-05:00 pm,Janie Anne Spires,12/13-12/13,MCG 316
66534,EDL,100,HWA,H,2,Career Devlp College Student,MW,12:15 pm-01:45 pm,Mary O. Bausano (P),10/12-12/10,REN 308
,,,,,,,M,12:30 pm-02:30 pm,Mary O. Bausano,12/12-12/12,REN 308
69738,EDL,100,M A,M,2,Career Devlp College Student,,TBA,Yolanda Y. Hart (P),08/29-12/10,WEB
70344,EDL,110,A,O,1,The University And The Student,M,04:00 pm-04:55 pm,Michael Paul Arnos (P),08/29-12/10,RSC 057
,,,,,,,W,03:00 pm-05:00 pm,Michael Paul Arnos,12/14-12/14,RSC 057
70345,EDL,110,B,O,1,The University And The Student,R,04:00 pm-04:55 pm,Michael Paul Arnos (P),08/29-12/10,RSC 057
,,,,,,,T,03:00 pm-05:00 pm,Michael Paul Arnos,12/13-12/13,RSC 057
70346,EDL,110,C,O,1,The University And The Student,F,08:30 am-09:25 am,Michael Paul Arnos (P),08/29-12/10,RSC 057
,,,,,,,F,08:00 am-10:00 am,Michael Paul Arnos,12/16-12/16,RSC 057
56814,EDL,110,TA,O,1,The University And The Student,M,07:00 pm-09:05 pm,Randi Malcolm Thomas (P),09/06-10/24,FSB 0020
67129,EDL,151,A,O,2,The American University,MW,11:30 am-12:25 pm,Robyn Suzanne Bryant (P),08/29-12/10,MCG 422
,,,,,,,W,12:45 pm-02:45 pm,Robyn Suzanne Bryant,12/14-12/14,MCG 422
67130,EDL,151,B,O,2,The American University,MW,02:30 pm-03:25 pm,Diane Burnside Huffman (P),08/29-12/10,MCG 218
,,,,,,,M,03:00 pm-05:00 pm,Diane Burnside Huffman,12/12-12/12,MCG 218
67131,EDL,151,C,O,2,The American University,MW,04:00 pm-04:55 pm,Haigen Huang (P),08/29-12/10,IRV 024
,,,,,,,W,03:00 pm-05:00 pm,Haigen Huang,12/14-12/14,IRV 024
67132,EDL,151,D,O,2,The American University,TR,11:30 am-12:25 pm,Serian Jeng (P),08/29-12/10,MCG 120
,,,,,,,R,12:45 pm-02:45 pm,Serian Jeng,12/15-12/15,MCG 120
67133,EDL,151,E,O,2,The American University,TR,02:30 pm-03:25 pm,Diane Burnside Huffman (P),08/29-12/10,MCG 122
,,,,,,,R,03:00 pm-05:00 pm,Diane Burnside Huffman,12/15-12/15,MCG 122
67134,EDL,151,F,O,2,The American University,TR,04:00 pm-04:55 pm,Diane Burnside Huffman (P),08/29-12/10,MCG 122
,,,,,,,T,03:00 pm-05:00 pm,Diane Burnside Huffman,12/13-12/13,MCG 122
67135,EDL,151,G,O,2,The American University,MW,11:30 am-12:25 pm,Jeannie Marie Lise Ducher (P),08/29-12/10,MCG 118
,,,,,,,W,12:45 pm-02:45 pm,Jeannie Marie Lise Ducher,12/14-12/14,MCG 118
67136,EDL,151,H,O,2,The American University,WF,01:00 pm-01:55 pm,Esther Maria Claros Berlioz (P),08/29-12/10,ART 154
,,,,,,,M,12:45 pm-02:45 pm,Esther Maria Claros Berlioz,12/12-12/12,ART 154
67137,EDL,151,I,O,2,The American University,MW,08:30 am-09:25 am,Kimberley Jenkins (P),08/29-12/10,MCG 121
,,,,,,,F,08:00 am-10:00 am,Kimberley Jenkins,12/16-12/16,MCG 121
67138,EDL,151,J,O,2,The American University,TR,08:30 am-09:25 am,Bianca Tonantzin Zamora (P),08/29-12/10,MCG 222
,,,,,,,R,08:00 am-10:00 am,Bianca Tonantzin Zamora,12/15-12/15,MCG 222
67199,EDL,151,K,O,2,The American University,MW,10:00 am-10:55 am,Tela Bayamna (P),08/29-12/10,MMH 115
,,,,,,,W,10:15 am-12:15 pm,Tela Bayamna,12/14-12/14,MMH 115
68763,EDL,151,L,O,2,The American University,MW,10:00 am-10:55 am,Tanya Marie Willard (P),08/29-12/10,MCG 311
,,,,,,,W,10:15 am-12:15 pm,Tanya Marie Willard,12/14-12/14,MCG 311
70741,EDL,151,M,O,2,The American University,MW,04:00 pm-04:55 pm,Jing Luo (P),08/29-12/10,MCG 225
,,,,,,,W,03:00 pm-05:00 pm,Jing Luo,12/14-12/14,MCG 225
69465,EDL,203,A,O,3,Intro to Crit. Youth Studies,MW,01:00 pm-02:15 pm,Durell Maurice Callier (P),08/29-12/10,MCG 222
,,,,,,,M,12:45 pm-02:45 pm,Durell Maurice Callier,12/12-12/12,MCG 222
10678,EDL,204,A,O,3,Sociocultural Studies In Educ,TR,08:30 am-09:50 am,"Ryan Charles Graham (P), Kate Rousmaniere",08/29-12/10,MCG 215
,,,,,,,R,08:00 am-10:00 am,Ryan Charles Graham,12/15-12/15,MCG 215
10679,EDL,204,B,O,3,Sociocultural Studies In Educ,TR,10:00 am-11:20 am,"Angela Stefan Trubceac (P), Kate Rousmaniere",08/29-12/10,GAR 153
,,,,,,,T,10:15 am-12:15 pm,Angela Stefan Trubceac,12/13-12/13,GAR 153
10681,EDL,204,C,O,3,Sociocultural Studies In Educ,MW,10:00 am-11:20 am,"Brittany Alexis Aronson (P), Kate Rousmaniere",08/29-12/10,MCG 317
,,,,,,,W,10:15 am-12:15 pm,Brittany Alexis Aronson,12/14-12/14,MCG 317
68563,EDL,204,D,O,3,Sociocultural Studies In Educ,MW,11:30 am-12:50 pm,"Brittany Alexis Aronson (P), Kate Rousmaniere",08/29-12/10,MCG 317
,,,,,,,W,12:45 pm-02:45 pm,Brittany Alexis Aronson,12/14-12/14,MCG 317
10676,EDL,204,F,O,3,Sociocultural Studies In Educ,MWF,01:00 pm-01:55 pm,"Lateasha Nicol Meyers (P), Kate Rousmaniere",08/29-12/10,MCG 419
,,,,,,,M,12:45 pm-02:45 pm,Lateasha Nicol Meyers,12/12-12/12,MCG 419
57760,EDL,204,G,O,3,Sociocultural Studies In Educ,MWF,01:00 pm-01:55 pm,"Spencer Cawein Pate (P), Kate Rousmaniere",08/29-12/10,MCG 117
,,,,,,,M,12:45 pm-02:45 pm,Spencer Cawein Pate,12/12-12/12,MCG 117
15770,EDL,204,H,O,3,Sociocultural Studies In Educ,MWF,01:00 pm-01:55 pm,"Jason Alan Harnish (P), Kate Rousmaniere",08/29-12/10,LWS 201
,,,,,,,M,12:45 pm-02:45 pm,Jason Alan Harnish,12/12-12/12,LWS 201
10685,EDL,204,I,O,3,Sociocultural Studies In Educ,MWF,01:00 pm-01:55 pm,"Kate Rousmaniere (P), Kathleen Knight Abowitz",08/29-12/10,MCG 317
,,,,,,,M,12:45 pm-02:45 pm,Kate Rousmaniere,12/12-12/12,MCG 317
64990,EDL,204,J,O,3,Sociocultural Studies In Educ,MWF,01:00 pm-01:55 pm,"Molly Kristina Sawyer (P), Kate Rousmaniere",08/29-12/10,UPH 343
,,,,,,,M,12:45 pm-02:45 pm,Molly Kristina Sawyer,12/12-12/12,UPH 343
66630,EDL,204,U,O,3,Sociocultural Studies In Educ,T,04:10 pm-06:50 pm,"Tiffany Jacqueline Williams (P), Kate Rousmaniere",08/29-12/10,MCG 317
,,,,,,,T,03:00 pm-05:00 pm,Tiffany Jacqueline Williams,12/13-12/13,MCG 317
16774,EDL,204,H A,H,3,Sociocultural Studies In Educ,TR,01:00 pm-02:20 pm,Mary Jane Gregg (P),08/29-12/10,UHH 115
,,,,,,,R,12:30 pm-02:30 pm,Mary Jane Gregg,12/15-12/15,UHH 115
64086,EDL,204,H C,H,3,Sociocultural Studies In Educ,TR,10:00 am-11:20 am,Mary Jane Gregg (P),08/29-12/10,UHH 115
,,,,,,,T,10:15 am-12:15 pm,Mary Jane Gregg,12/13-12/13,UHH 115
64087,EDL,204,H E,H,3,Sociocultural Studies In Educ,MW,01:00 pm-02:20 pm,Catherine O'Kane Shackson (P),08/29-12/10,PHE 306
,,,,,,,M,12:30 pm-02:30 pm,Catherine O'Kane Shackson,12/12-12/12,PHE 306
12655,EDL,204,M A,M,3,Sociocultural Studies In Educ,MW,01:00 pm-02:20 pm,Rebecca A. Howard (P),08/29-12/10,THH 009
,,,,,,,M,12:30 pm-02:30 pm,Rebecca A. Howard,12/12-12/12,THH 009
54258,EDL,204,M C,M,3,Sociocultural Studies In Educ,MW,11:30 am-12:50 pm,Rebecca A. Howard (P),08/29-12/10,THH 009
,,,,,,,W,10:15 am-12:15 pm,Rebecca A. Howard,12/14-12/14,THH 009
63204,EDL,232,A,O,3,Intro to Community Leadership,TR,10:00 am-11:20 am,Andrew Michael Saultz (P),08/29-12/10,MCG 416
,,,,,,,T,10:15 am-12:15 pm,Andrew Michael Saultz,12/13-12/13,MCG 416
69467,EDL,232,B,O,3,Intro to Community Leadership,TR,01:00 pm-02:20 pm,Andrew Michael Saultz (P),08/29-12/10,MCG 121
,,,,,,,T,12:45 pm-02:45 pm,Andrew Michael Saultz,12/13-12/13,MCG 121
63730,EDL,260,QA,O,1,Undergraduate Research,T,04:00 pm-04:55 pm,"Larisa Marie Wright (P), Chasity Mone't Dittmann",09/12-12/10,CAB 013
,,,,,,,T,03:00 pm-05:00 pm,Larisa Marie Wright,12/13-12/13,CAB 013
63353,EDL,260,M A,M,1,Undergraduate Research,W,03:00 pm-03:55 pm,"Alan Bruce Cady (P), Susan S. Marine",08/29-12/10,JHN 117
,,,,,,,W,02:45 pm-04:45 pm,Alan Bruce Cady,12/14-12/14,JHN 117
66647,EDL,290E,A,O,2,Emerging Leaders,M,04:00 pm-05:40 pm,"Jaishel Rashel Linch Bennett (P), Jeremy Seth Bragg",08/29-12/10,MCG 418
,,,,,,,W,03:00 pm-05:00 pm,TBA,12/14-12/14,MCG 418
66649,EDL,290E,B,O,2,Emerging Leaders,W,04:00 pm-05:40 pm,"Tiffany Rose Seaman (P), Jeremy Seth Bragg",08/29-12/10,MCG 418
,,,,,,,W,03:00 pm-05:00 pm,TBA,12/14-12/14,MCG 418
66650,EDL,290E,C,O,2,Emerging Leaders,T,04:00 pm-05:40 pm,"Dane Lewis Winiesdorffer (P), Jeremy Seth Bragg",08/29-12/10,IRV 142
,,,,,,,T,03:00 pm-05:00 pm,TBA,12/13-12/13,IRV 142
66651,EDL,290E,D,O,2,Emerging Leaders,R,04:00 pm-05:40 pm,"Chatrice Denise Barnes (P), Jeremy Seth Bragg",08/29-12/10,MCG 419
,,,,,,,T,03:00 pm-05:00 pm,TBA,12/13-12/13,MCG 419
66652,EDL,290E,E,O,2,Emerging Leaders,F,10:00 am-11:40 am,"Michael Andrew McPhee (P), Jeremy Seth Bragg",08/29-12/10,UPH 255
,,,,,,,W,10:15 am-12:15 pm,Michael Andrew McPhee,12/14-12/14,UPH 255
69852,EDL,290G,A,O,2,Fraternity and Sorority Life,R,01:00 pm-02:40 pm,"Colleen Ellen Blevins (P), Jeremy Seth Bragg",08/29-12/10,MCG 119
,,,,,,,T,12:45 pm-02:45 pm,Jeremy Seth Bragg,12/13-12/13,MCG 119
66660,EDL,290R,A,O,2,Outdoor Leadership,T,04:00 pm-05:20 pm,Timothy Gordon Posey (P),08/29-12/10,RSC 057
,,,,,,,T,03:00 pm-05:00 pm,Timothy Gordon Posey,12/13-12/13,RSC 057
66675,EDL,290R,B,O,2,Outdoor Leadership,W,04:00 pm-05:20 pm,Jennifer M. Siliko (P),08/29-12/10,RSC 057
,,,,,,,W,03:00 pm-05:00 pm,Jennifer M. Siliko,12/14-12/14,RSC 057
66676,EDL,290R,C,O,2,Outdoor Leadership,F,10:00 am-11:20 am,William Sparks (P),08/29-12/10,RSC 057
,,,,,,,W,10:15 am-12:15 pm,William Sparks,12/14-12/14,RSC 057
66677,EDL,290W,A,O,2,Wilks Leadership,T,04:00 pm-05:30 pm,Courtney Lynn Wallace (P),08/29-12/10,MCG 223
,,,,,,,T,03:00 pm-05:00 pm,Courtney Lynn Wallace,12/13-12/13,MCG 223
66678,EDL,290W,B,O,2,Wilks Leadership,W,04:00 pm-05:30 pm,Courtney Lynn Wallace (P),08/29-12/10,MCG 419
,,,,,,,W,03:00 pm-05:00 pm,Courtney Lynn Wallace,12/14-12/14,MCG 419
66679,EDL,290W,C,O,2,Wilks Leadership,W,04:00 pm-05:30 pm,Courtney Lynn Wallace (P),08/29-12/10,MCG 224
,,,,,,,W,03:00 pm-05:00 pm,Courtney Lynn Wallace,12/14-12/14,MCG 224
66680,EDL,290W,D,O,2,Wilks Leadership,R,04:00 pm-05:30 pm,Courtney Lynn Wallace (P),08/29-12/10,MCG 317
,,,,,,,T,03:00 pm-05:00 pm,Courtney Lynn Wallace,12/13-12/13,MCG 317
67955,EDL,301,VA,O,1,Student Develop Residence Hall,F,11:15 am-12:50 pm,Erik Sorensen (P),09/06-11/07,MCG 317
17584,EDL,301,VB,O,1,Student Develop Residence Hall,T,02:30 pm-04:05 pm,Erik Sorensen (P),09/06-11/07,MCG 416
54331,EDL,301,VC,O,1,Student Develop Residence Hall,T,04:00 pm-05:50 pm,Erik Sorensen (P),09/06-11/07,MCG 222
54332,EDL,301,VD,O,1,Student Develop Residence Hall,W,02:30 pm-04:05 pm,Erik Sorensen (P),09/06-11/07,MMH 114
70470,EDL,301,VE,O,1,Student Develop Residence Hall,M,04:00 pm-05:50 pm,Erik Sorensen (P),09/06-11/07,MCG 222
54334,EDL,301,VF,O,1,Student Develop Residence Hall,M,04:00 pm-05:40 pm,Erik Sorensen (P),09/06-11/07,MCG 416
54335,EDL,301,VG,O,1,Student Develop Residence Hall,T,06:00 pm-07:50 pm,Erik Sorensen (P),09/06-11/07,MCG 120
54336,EDL,301,VH,O,1,Student Develop Residence Hall,W,06:00 pm-07:50 pm,Erik Sorensen (P),09/06-11/07,MCG 416
60244,EDL,301,VI,O,1,Student Develop Residence Hall,M,02:30 pm-04:05 pm,Erik Sorensen (P),09/06-11/07,MCG 317
70541,EDL,317,A,O,1,Myaamia Language 1,T,05:40 pm-06:30 pm,George Michael Ironstrack (P),08/29-12/10,MCG 416
,,,,,,,T,07:45 pm-09:45 pm,George Michael Ironstrack,12/13-12/13,MCG 416
14207,EDL,318A,A,O,3,Teacher Ldrshp:Adolescent Educ,M,04:10 pm-06:50 pm,"Loveness Ngorosha (P), Thomas S. Poetter",08/29-12/10,MCG 217
,,,,,,,W,03:00 pm-05:00 pm,Loveness Ngorosha,12/14-12/14,MCG 217
14208,EDL,318A,B,O,3,Teacher Ldrshp:Adolescent Educ,T,04:10 pm-06:50 pm,"Amanda Luke Weatherwax (P), Thomas S. Poetter",08/29-12/10,MCG 224
,,,,,,,T,03:00 pm-05:00 pm,Amanda Luke Weatherwax,12/13-12/13,MCG 224
66309,EDL,318E,A,O,3,Teacher Ldrshp:Early Childhood,R,02:30 pm-05:10 pm,"Vanessa Grace Winn (P), Thomas S. Poetter",08/29-12/10,MCG 218
,,,,,,,R,03:00 pm-05:00 pm,Vanessa Grace Winn,12/15-12/15,MCG 218
66310,EDL,318E,B,O,3,Teacher Ldrshp:Early Childhood,R,11:30 am-02:10 pm,"Dianne C. Suiter (P), Thomas S. Poetter",08/29-12/10,MCG 416
,,,,,,,R,12:45 pm-02:45 pm,Dianne C. Suiter,12/15-12/15,MCG 416
14212,EDL,318E,C,O,3,Teacher Ldrshp:Early Childhood,R,08:30 am-11:10 am,"Peggy Sue Larrick (P), Thomas S. Poetter",08/29-12/10,MCG 117
,,,,,,,R,08:00 am-10:00 am,Peggy Sue Larrick,12/15-12/15,MCG 117
18732,EDL,318M,A,O,3,Teacher Leadrshp/Mid Childhood,TR,11:30 am-12:50 pm,"Brittany Alexis Aronson (P), Thomas S. Poetter",08/29-12/10,MCG 218
,,,,,,,R,12:45 pm-02:45 pm,Brittany Alexis Aronson,12/15-12/15,MCG 218
64897,EDL,318M,B,O,3,Teacher Leadrshp/Mid Childhood,TR,10:00 am-11:20 am,"Brittany Alexis Aronson (P), Thomas S. Poetter",08/29-12/10,MCG 218
,,,,,,,T,10:15 am-12:15 pm,Brittany Alexis Aronson,12/13-12/13,MCG 218
60225,EDL,334,A,O,3,Transnational Youth Cultures,M,04:00 pm-06:40 pm,Maki Smith (P),08/29-12/10,MCG 419
,,,,,,,W,03:00 pm-05:00 pm,Maki Smith,12/14-12/14,MCG 419
69472,EDL,601,A,O,3,Educational Leadership Theory,M,07:15 pm-10:00 pm,Kathleen Mecoli (P),08/29-12/10,OFF
,,,,,,,M,07:45 pm-09:45 pm,Kathleen Mecoli,12/12-12/12,OFF
64915,EDL,601,V A,V,3,Educational Leadership Theory,T,04:15 pm-06:45 pm,Mary Helen Moorhead (P),08/29-12/10,VOA 111
,,,,,,,T,04:15 pm-06:15 pm,Mary Helen Moorhead,12/13-12/13,VOA 111
65247,EDL,606,V A,V,3,Curriculum Innovation,R,04:15 pm-06:45 pm,Catherine A. Haerr (P),08/29-12/10,VOA 100
,,,,,,,R,04:15 pm-06:15 pm,Catherine A. Haerr,12/15-12/15,VOA 100
61519,EDL,607,V A,V,3,School Law,M,04:15 pm-06:45 pm,Warren Joseph Scholler (P),08/29-12/10,VOA 100
,,,,,,,M,04:15 pm-06:15 pm,Warren Joseph Scholler,12/12-12/12,VOA 100
69474,EDL,645,A,O,3,Supervision Of Teaching,M,07:15 pm-10:00 pm,Mary Helen Moorhead (P),08/29-12/10,OFF
,,,,,,,M,07:45 pm-09:45 pm,Mary Helen Moorhead,12/12-12/12,OFF
69476,EDL,645,B,O,3,Supervision Of Teaching,W,07:15 pm-10:00 pm,Andrew M. Smith (P),08/29-12/10,OFF
,,,,,,,W,07:45 pm-09:45 pm,Andrew M. Smith,12/14-12/14,OFF
57856,EDL,645,V A,V,3,Supervision Of Teaching,W,04:15 pm-06:45 pm,Mary Helen Moorhead (P),08/29-12/10,VOA 111
,,,,,,,W,04:15 pm-06:15 pm,Mary Helen Moorhead,12/14-12/14,VOA 111
69470,EDL,648,A,O,3,Data-Informed Decision Making,M,04:30 pm-07:15 pm,Dustin Wade Miller (P),08/29-12/10,OFF
,,,,,,,W,03:00 pm-05:00 pm,Dustin Wade Miller,12/14-12/14,OFF
69475,EDL,648,B,O,3,Data-Informed Decision Making,W,04:00 pm-07:00 pm,Lucian August Szlizewski (P),08/29-12/10,OFF
,,,,,,,W,03:00 pm-05:00 pm,Lucian August Szlizewski,12/14-12/14,OFF
59822,EDL,654,A,O,3,Research in Higher Education,T,01:00 pm-03:40 pm,Kathleen M. Goodman (P),08/29-12/10,MCG 218
,,,,,,,T,12:45 pm-02:45 pm,Kathleen M. Goodman,12/13-12/13,MCG 218
67872,EDL,654,B,O,3,Research in Higher Education,R,10:00 am-12:40 pm,Kathleen M. Goodman (P),08/29-12/10,MCG 119
,,,,,,,T,10:15 am-12:15 pm,Kathleen M. Goodman,12/13-12/13,MCG 119
