section,Fall Semester 2017,68781,ACE,113,Reading Writing Acad Contexts,AB,4,MWF,795,870,PBD 021,TBA,08/28,12/16,
section,Fall Semester 2017,72482,ACE,113,Reading Writing Acad Contexts,AC,4,MWF,890,965,PBD 031,TBA,08/28,12/16,
section,Fall Semester 2017,72484,ACE,113,Reading Writing Acad Contexts,AD,4,MWF,985,1060,BAC 154,TBA,08/28,12/16,
section,Fall Semester 2017,66892,ACE,212,Adv Comm Strategies II,A,3,TR,510,590,BAC 108,TBA,08/28,12/16,
section,Fall Semester 2017,71957,ACE,212,Adv Comm Strategies II,B,3,TR,700,780,PBD 031,TBA,08/28,12/16,
section,Fall Semester 2017,71959,ACE,212,Adv Comm Strategies II,C,3,TR,795,875,BAC 151,TBA,08/28,12/16,
section,Fall Semester 2017,71960,ACE,212,Adv Comm Strategies II,D,3,TR,890,970,PBD 029,TBA,08/28,12/16,
section,Fall Semester 2017,71974,ACE,310,Critical Reading & Discussion,UR,2,MWF,985,1070,BAC 143,TBA,10/25,12/16,
section,Fall Semester 2017,69812,ACE,310G,Practical English Grammar,WA,3,MWF,700,795,TBA,TBA,10/11,12/16,
section,Fall Semester 2017,65493,ACE,619,Adv Speaking and Presenting,A,2,MW,795,850,BOY 033,TBA,08/28,12/16,
section,Fall Semester 2017,72376,AMS,135,U'sting Jazz: Its Hist& Contxt,A,3,MW,510,590,CPA 150,Tammy Kernodle,08/28,12/16,FND - Global Course and FND - Creative Arts and FND - Humanities and Thematic Sequence
section,Fall Semester 2017,56024,AMS,205,Intro to American Cultures,A,3,MWF,510,565,UPH 361,TBA,08/28,12/16,CASB - Humanities and Intercultural Perspectives and FND - Humanities
section,Fall Semester 2017,67082,AMS,205,Intro to American Cultures,C,3,MW,890,970,MCG 217,Carolyn Hardin,08/28,12/16,CASB - Humanities and Intercultural Perspectives and FND - Humanities
section,Fall Semester 2017,56807,AMS,205,Intro to American Cultures,D,3,MWF,795,850,MMH 212,TBA,08/28,12/16,CASB - Humanities and Intercultural Perspectives and FND - Humanities
section,Fall Semester 2017,66510,AMS,205,Intro to American Cultures,F,3,TR,510,590,UPH 365,TBA,08/28,12/16,CASB - Humanities and Intercultural Perspectives and FND - Humanities
section,Fall Semester 2017,68440,AMS,205,Intro to American Cultures,G,3,TR,605,685,UPH 258,TBA,08/28,12/16,CASB - Humanities and Intercultural Perspectives and FND - Humanities
section,Fall Semester 2017,56026,AMS,206,Approaches to American Culture,A,3,MW,795,875,UPH 229,Helen Sheumaker,08/28,12/16,Advanced Writing
section,Fall Semester 2017,61306,AMS,207,America: Global-Intercultural,B,3,MWF,890,945,UPH 249,TBA,08/28,12/16,CASB - Humanities and FND - Global Course and Intercultural Perspectives and FND - Humanities
