CRN,Subj,Crse,Sec,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location,Attribute
73801,ENG,108,QC,4,U.S. Cult & Comp L2 Writers,MW,04:25 pm-06:15 pm,TBA,01/29-05/19,BAC 254,FND - Global Course
80389,ENG,108,QD,4,U.S. Cult & Comp L2 Writers,MW,04:25 pm-06:15 pm,TBA,01/29-05/19,UPH 235,FND - Global Course
73802,ENG,109,BA,4,Composition & Rhet L2 Writers,MWF,08:30 am-09:45 am,TBA,01/29-05/19,BAC 256,FND - English
79701,ENG,109,BB,4,Composition & Rhet L2 Writers,MWF,08:30 am-09:45 am,Nugrahenny Tourisia Zacharias (P),01/29-05/19,BAC 138,FND - English
78655,ENG,109,CA,4,Composition & Rhet L2 Writers,MWF,10:05 am-11:20 am,Nugrahenny Tourisia Zacharias (P),01/29-05/19,HUG 006,FND - English
70198,ENG,109,CB,4,Composition & Rhet L2 Writers,MWF,10:05 am-11:20 am,TBA,01/29-05/19,PBD 024,FND - English
67071,ENG,109,EA,4,Composition & Rhet L2 Writers,MWF,11:40 am-12:55 pm,TBA,01/29-05/19,BOY 228,FND - English
78737,ENG,109,EB,4,Composition & Rhet L2 Writers,MWF,11:40 am-12:55 pm,TBA,01/29-05/19,UPH 167,FND - English
78726,ENG,109,GA,4,Composition & Rhet L2 Writers,MWF,01:15 pm-02:30 pm,TBA,01/29-05/19,EGB 266,FND - English
73803,ENG,109,GB,4,Composition & Rhet L2 Writers,MWF,01:15 pm-02:30 pm,TBA,01/29-05/19,BOY 117,FND - English
78653,ENG,109,KA,4,Composition & Rhet L2 Writers,MWF,02:50 pm-04:05 pm,TBA,01/29-05/19,BAC 250,FND - English
73804,ENG,109,KB,4,Composition & Rhet L2 Writers,MWF,02:50 pm-04:05 pm,TBA,01/29-05/19,EGB 266,FND - English
67556,ENG,109,PA,4,Composition & Rhet L2 Writers,MW,04:25 pm-06:15 pm,TBA,01/29-05/19,UPH 343,FND - English
78588,ENG,109,PB,4,Composition & Rhet L2 Writers,MW,04:25 pm-06:15 pm,TBA,01/29-05/19,BAC 151,FND - English
79642,ENG,111,AA,3,Composition and Rhetoric,MWF,08:30 am-09:25 am,TBA,01/29-05/19,UPH 167,FND - English and Student Laptop Required and Top 25
79649,ENG,111,AB,3,Composition and Rhetoric,MWF,08:30 am-09:25 am,TBA,01/29-05/19,UPH 131,FND - English and Student Laptop Required and Top 25
79878,ENG,111,AC,3,Composition and Rhetoric,MWF,08:30 am-09:25 am,TBA,01/29-05/19,BAC 134,FND - English and Student Laptop Required and Top 25
80918,ENG,111,BA,3,Composition and Rhetoric,MW,08:30 am-09:50 am,TBA,01/29-05/19,PBD 021,FND - English and Student Laptop Required and Top 25
79884,ENG,111,BB,3,Composition and Rhetoric,TR,08:30 am-09:50 am,TBA,01/29-05/19,UPH 226,FND - English and Student Laptop Required and Top 25
79890,ENG,111,BC,3,Composition and Rhetoric,TR,08:30 am-09:50 am,TBA,01/29-05/19,BAC 138,FND - English and Student Laptop Required and Top 25
79879,ENG,111,BD,3,Composition and Rhetoric,TR,08:30 am-09:50 am,TBA,01/29-05/19,BAC 250,FND - English and Student Laptop Required and Top 25
79648,ENG,111,BE,3,Composition and Rhetoric,TR,08:30 am-09:50 am,TBA,01/29-05/19,BAC 346,FND - English and Student Laptop Required and Top 25
80920,ENG,111,BF,3,Composition and Rhetoric,WF,08:30 am-09:50 am,TBA,01/29-05/19,BAC 264,FND - English and Top 25
80919,ENG,111,BG,3,Composition and Rhetoric,TR,08:30 am-09:50 am,TBA,01/29-05/19,UPH 131,FND - English and Student Laptop Required and Top 25
79882,ENG,111,BH,3,Composition and Rhetoric,WF,08:30 am-09:50 am,TBA,01/29-05/19,PBD 031,FND - English and Student Laptop Required and Top 25
79651,ENG,111,CA,3,Composition and Rhetoric,MWF,10:05 am-11:00 am,TBA,01/29-05/19,BOY 033,FND - English and Student Laptop Required and Top 25
77221,ENG,111,DA,3,Composition and Rhetoric,TR,10:05 am-11:25 am,TBA,01/29-05/19,UPH 343,FND - English and Student Laptop Required and Top 25
79652,ENG,111,DB,3,Composition and Rhetoric,TR,10:05 am-11:25 am,TBA,01/29-05/19,BOY 228,FND - English and Student Laptop Required and Top 25
79880,ENG,111,DD,3,Composition and Rhetoric,WF,10:05 am-11:25 am,TBA,01/29-05/19,BAC 252,FND - English and Top 25
82300,ENG,111,EA,3,Composition and Rhetoric,MW,11:40 am-01:00 pm,TBA,01/29-05/19,SHD 009,FND - English and Student Laptop Required and Top 25
79881,ENG,111,EB,3,Composition and Rhetoric,MW,11:40 am-01:00 pm,TBA,01/29-05/19,PBD 031,FND - English and Student Laptop Required and Top 25
79886,ENG,111,EC,3,Composition and Rhetoric,TR,11:40 am-01:00 pm,TBA,01/29-05/19,BOY 228,FND - English and Student Laptop Required and Top 25
79657,ENG,111,ED,3,Composition and Rhetoric,TR,11:40 am-01:00 pm,TBA,01/29-05/19,MCG 224,FND - English and Student Laptop Required and Top 25
79658,ENG,111,EE,3,Composition and Rhetoric,TR,11:40 am-01:00 pm,TBA,01/29-05/19,UPH 328,FND - English and Top 25
81559,ENG,111,EH,3,Composition and Rhetoric,WF,11:40 am-01:00 pm,TBA,01/29-05/19,UPH 328,FND - English and Top 25
79659,ENG,111,EI,3,Composition and Rhetoric,WF,11:40 am-01:00 pm,TBA,01/29-05/19,BAC 254,FND - English and Student Laptop Required and Top 25
79889,ENG,111,GA,3,Composition and Rhetoric,MW,01:15 pm-02:35 pm,TBA,01/29-05/19,PBD 021,FND - English and Student Laptop Required and Top 25
79666,ENG,111,JA,3,Composition and Rhetoric,MW,01:15 pm-02:35 pm,TBA,01/29-05/19,PBD 031,FND - English and Student Laptop Required and Top 25
79662,ENG,111,JB,3,Composition and Rhetoric,TR,01:15 pm-02:35 pm,TBA,01/29-05/19,UPH 163,FND - English and Student Laptop Required and Top 25
79663,ENG,111,JC,3,Composition and Rhetoric,TR,01:15 pm-02:35 pm,TBA,01/29-05/19,BAC 250,FND - English and Student Laptop Required and Top 25
68769,ENG,111,JF,3,Composition and Rhetoric,WF,01:15 pm-02:35 pm,TBA,01/29-05/19,BOY 228,FND - English and Student Laptop Required and Top 25
79660,ENG,111,JG,3,Composition and Rhetoric,WF,01:15 pm-02:35 pm,TBA,01/29-05/19,BAC 264,FND - English and Top 25
79674,ENG,111,NA,3,Composition and Rhetoric,MWF,02:50 pm-03:45 pm,TBA,01/29-05/19,BAC 143,FND - English and Student Laptop Required and Top 25
79670,ENG,111,NB,3,Composition and Rhetoric,MW,02:50 pm-04:10 pm,TBA,01/29-05/19,UPH 167,FND - English and Student Laptop Required and Top 25
79672,ENG,111,NC,3,Composition and Rhetoric,TR,02:50 pm-04:10 pm,TBA,01/29-05/19,UPH 343,FND - English and Student Laptop Required and Top 25
79888,ENG,111,ND,3,Composition and Rhetoric,TR,02:50 pm-04:10 pm,TBA,01/29-05/19,BAC 256,FND - English and Student Laptop Required and Top 25
79934,ENG,111,QA,3,Composition and Rhetoric,MW,04:25 pm-05:45 pm,TBA,01/29-05/19,BAC 250,FND - English and Student Laptop Required and Top 25
79677,ENG,111,QB,3,Composition and Rhetoric,MW,04:25 pm-05:45 pm,TBA,01/29-05/19,BAC 264,FND - English and Top 25
79664,ENG,111,QC,3,Composition and Rhetoric,TR,04:25 pm-05:45 pm,TBA,01/29-05/19,BAC 346,FND - English and Student Laptop Required and Top 25
67380,ENG,111,QD,3,Composition and Rhetoric,TR,04:25 pm-05:45 pm,TBA,01/29-05/19,BAC 250,FND - English and Student Laptop Required and Top 25
80990,ENG,121,A,3,Literature for ESL Learners,MW,02:50 pm-04:10 pm,William Patrick Orth (P),01/29-05/19,UPH 365,CASB - Humanities
79789,ENG,122,A,3,Popular Literature,TR,11:40 am-01:00 pm,Kaara L. Peterson (P),01/29-05/19,UPH 262,CASB - Humanities and FND - Humanities
67094,ENG,124,A,3,Introduction To Fiction,TR,01:15 pm-02:35 pm,Menerapitiya Vi Sammani Kaushalya Perera (P),01/29-05/19,UPH 262,CASB - Humanities and FND - Humanities
82832,ENG,171,A,3,Humanities and Technology,TR,10:05 am-11:25 am,James E. Porter (P),01/29-05/19,BAC 264,CASB - Humanities and Hybrid (Partially Online) and FND - Humanities and Thematic Sequence
83910,ENG,201C,A,3,Lang. in African-Amer. Comm.,TR,01:15 pm-02:35 pm,Jacquelyn Rahman (P),01/29-05/19,BAC 131,
81562,ENG,201E,A,3,Language and Culture,TR,10:05 am-11:25 am,Galina Shleykina (P),01/29-05/19,IRV 142,FND - Social Science
80904,ENG,202,A,3,Var English: Dialect Divrs/Lng,TR,11:40 am-01:00 pm,Jacquelyn Rahman (P),01/29-05/19,BAC 254,CASB - Humanities and Hybrid (Partially Online) and Intercultural Perspectives and FND - Humanities
74901,ENG,213,A,3,Writing for Media,TR,10:05 am-11:25 am,Kathleen M. German (P),01/29-05/19,WIH 130,
76815,ENG,213,B,3,Writing for Media,TR,02:50 pm-04:10 pm,Robin Boston Hinton (P),01/29-05/19,WIH 130,
81468,ENG,213,C,3,Writing for Media,W,06:30 pm-09:10 pm,Robert Bodle (P),01/29-05/19,WIH 160,
82811,ENG,219,A,3,Introduction to Linguistics,TR,08:30 am-09:50 am,John M. Jeep (P),01/29-05/19,IRV 124,FND - MTH; Reasoning
82813,ENG,219,B,3,Introduction to Linguistics,TR,01:15 pm-02:35 pm,TBA,01/29-05/19,UPH 167,FND - MTH; Reasoning
82925,ENG,219,C,3,Introduction to Linguistics,MW,04:25 pm-05:45 pm,TBA,01/29-05/19,UPH 167,FND - MTH; Reasoning
82817,ENG,219,D,3,Introduction to Linguistics,TR,04:25 pm-05:45 pm,TBA,01/29-05/19,IRV 142,FND - MTH; Reasoning
75221,ENG,223,A,3,Strategies for Writers,MW,11:40 am-01:00 pm,TBA,01/29-05/19,BAC 143,
70630,ENG,223,B,3,Strategies for Writers,MW,02:50 pm-04:10 pm,TBA,01/29-05/19,BAC 346,
82454,ENG,224,A,3,Digital Writing and Rhetoric,TR,08:30 am-09:50 am,TBA,01/29-05/19,BAC 264,Advanced Writing and Thematic Sequence
68773,ENG,224,B,3,Digital Writing and Rhetoric,WF,08:30 am-09:50 am,TBA,01/29-05/19,UPH 328,Advanced Writing and Thematic Sequence
73807,ENG,224,C,3,Digital Writing and Rhetoric,MW,10:05 am-11:25 am,TBA,01/29-05/19,BAC 264,Advanced Writing and Thematic Sequence
79697,ENG,224,D,3,Digital Writing and Rhetoric,TR,10:05 am-11:25 am,TBA,01/29-05/19,UPH 328,Advanced Writing and Thematic Sequence
77145,ENG,224,E,3,Digital Writing and Rhetoric,WF,10:05 am-11:25 am,TBA,01/29-05/19,UPH 328,Advanced Writing and Thematic Sequence
78852,ENG,224,F,3,Digital Writing and Rhetoric,TR,02:50 pm-04:10 pm,TBA,01/29-05/19,BAC 264,Advanced Writing and Thematic Sequence
76443,ENG,224,G,3,Digital Writing and Rhetoric,TR,04:25 pm-05:45 pm,TBA,01/29-05/19,UPH 328,Advanced Writing and Thematic Sequence
80932,ENG,225,AA,3,Advanced Composition,MW,08:30 am-09:50 am,TBA,01/29-05/19,BAC 254,Advanced Writing
80933,ENG,225,AB,3,Advanced Composition,TR,08:30 am-09:50 am,TBA,01/29-05/19,UPH 167,Advanced Writing
80934,ENG,225,AC,3,Advanced Composition,WF,08:30 am-09:50 am,TBA,01/29-05/19,UPH 235,Advanced Writing
80997,ENG,225,BA,3,Advanced Composition,MW,10:05 am-11:25 am,TBA,01/29-05/19,UPH 131,Advanced Writing
80935,ENG,225,BB,3,Advanced Composition,MW,10:05 am-11:25 am,TBA,01/29-05/19,UPH 167,Advanced Writing
79765,ENG,225,BC,3,Advanced Composition,MW,10:05 am-11:25 am,TBA,01/29-05/19,IRV 024,Advanced Writing
75223,ENG,225,DA,3,Advanced Composition,TR,10:05 am-11:25 am,TBA,01/29-05/19,UPH 167,Advanced Writing
82259,ENG,225,DB,3,Advanced Composition,TR,10:05 am-11:25 am,Menerapitiya Vi Sammani Kaushalya Perera (P),01/29-05/19,BAC 250,Advanced Writing
80931,ENG,225,DC,3,Advanced Composition,WF,10:05 am-11:25 am,TBA,01/29-05/19,BAC 254,Advanced Writing
80936,ENG,225,EA,3,Advanced Composition,MW,11:40 am-01:00 pm,TBA,01/29-05/19,IRV 224,Advanced Writing
80938,ENG,225,EB,3,Advanced Composition,TR,11:40 am-01:00 pm,TBA,01/29-05/19,UPH 131,Advanced Writing
81716,ENG,225,EC,3,Advanced Composition,WF,11:40 am-01:00 pm,TBA,01/29-05/19,UPH 389,Advanced Writing
80937,ENG,225,ED,3,Advanced Composition,WF,11:40 am-01:00 pm,TBA,01/29-05/19,UPH 343,Advanced Writing
81717,ENG,225,FA,3,Advanced Composition,MW,01:15 pm-02:35 pm,TBA,01/29-05/19,UPH 389,Advanced Writing
82544,ENG,225,FB,3,Advanced Composition,MW,01:15 pm-02:35 pm,TBA,01/29-05/19,BAC 154,Advanced Writing
79764,ENG,225,FC,3,Advanced Composition,TR,01:15 pm-02:35 pm,TBA,01/29-05/19,BAC 256,Advanced Writing
82068,ENG,225,FD,3,Advanced Composition,TR,01:15 pm-02:35 pm,TBA,01/29-05/19,BAC 055,Advanced Writing
79760,ENG,225,GA,3,Advanced Composition,MW,02:50 pm-04:10 pm,TBA,01/29-05/19,BAC 154,Advanced Writing
81276,ENG,225,GB,3,Advanced Composition,TR,02:50 pm-04:10 pm,TBA,01/29-05/19,BAC 254,Advanced Writing
80905,ENG,225,GC,3,Advanced Composition,TR,02:50 pm-04:10 pm,Menerapitiya Vi Sammani Kaushalya Perera (P),01/29-05/19,BAC 134,Advanced Writing
80452,ENG,225,HA,3,Advanced Composition,MW,04:25 pm-05:45 pm,TBA,01/29-05/19,BAC 134,Advanced Writing
82540,ENG,225,HB,3,Advanced Composition,TR,04:25 pm-05:45 pm,TBA,01/29-05/19,BAC 154,Advanced Writing
80906,ENG,225,HC,3,Advanced Composition,TR,04:25 pm-05:45 pm,TBA,01/29-05/19,UPH 167,Advanced Writing
81275,ENG,225,HD,3,Advanced Composition,TR,04:25 pm-05:45 pm,TBA,01/29-05/19,BAC 254,Advanced Writing
82268,ENG,225H,A,3,Advanced Composition,WF,11:40 am-01:00 pm,Gabriele Bechtel (P),01/29-05/19,BAC 256,Advanced Writing and Honors Course
21173,ENG,226,A,3,Intro to Creative Writing,MW,08:30 am-09:50 am,TBA,01/29-05/19,BAC 346,Advanced Writing
21175,ENG,226,B,3,Intro to Creative Writing,TR,08:30 am-09:50 am,TBA,01/29-05/19,BAC 256,Advanced Writing
21172,ENG,226,C,3,Intro to Creative Writing,TR,10:05 am-11:25 am,TBA,01/29-05/19,SHD 052,Advanced Writing
21174,ENG,226,D,3,Intro to Creative Writing,TR,10:05 am-11:25 am,TBA,01/29-05/19,UPH 389,Advanced Writing
21178,ENG,226,E,3,Intro to Creative Writing,MW,11:40 am-01:00 pm,TBA,01/29-05/19,PBD 021,Advanced Writing
21171,ENG,226,G,3,Intro to Creative Writing,W,02:50 pm-04:10 pm,Christopher F. Cheek (P),01/29-05/19,BAC 134,Advanced Writing and Hybrid (Partially Online)
82477,ENG,226,H,3,Intro to Creative Writing,TR,04:25 pm-05:45 pm,TBA,01/29-05/19,BAC 108,Advanced Writing
21176,ENG,231,A,3,The Short Story,MW,01:15 pm-02:35 pm,TBA,01/29-05/19,SHD 009,CASB - Humanities
24211,ENG,231,B,3,The Short Story,MW,02:50 pm-04:10 pm,TBA,01/29-05/19,UPH 255,CASB - Humanities
83067,ENG,232,A,3,Women Writers,TR,02:50 pm-04:10 pm,Mary Jean Corbett (P),01/29-05/19,UPH 167,CASB - Humanities and Intercultural Perspectives and Thematic Sequence
80098,ENG,236,A,3,Alternative Traditions In Film,MW,02:50 pm-04:10 pm,Erin Elisabeth Edwards (P),01/29-05/19,UPH 298,Thematic Sequence
82838,ENG,237,A,3,GLBTQ Literature,TR,01:15 pm-02:35 pm,Madelyn M. Detloff (P),01/29-05/19,BAC 143,CASB - Humanities
79682,ENG,248,A,3,Asian American Literature,MW,08:30 am-09:50 am,Anita Mannur (P),01/29-05/19,BAC 143,CASB - Humanities and FND - Global Course and Intercultural Perspectives and FND - Humanities
70631,ENG,262,A,3,Children's Literature,TR,10:05 am-11:25 am,Anita C. Wilson (P),01/29-05/19,BAC 138,CASB - Humanities
65400,ENG,262,B,3,Children's Literature,TR,01:15 pm-02:35 pm,Anita C. Wilson (P),01/29-05/19,BAC 143,CASB - Humanities
82829,ENG,269,A,3,Colonial & Postcolonial Lit,MW,10:05 am-11:25 am,Nalin Asoka Jayasena (P),01/29-05/19,UPH 312,CASB - Humanities and FND - Humanities and FND - Social Science
82902,ENG,275,A,3,American Lit to 1900,TR,10:05 am-11:25 am,Andrew Hebard (P),01/29-05/19,BAC 346,CASB - Humanities and FND - Humanities
83113,ENG,276,A,3,American Literature after 1900,TR,08:30 am-09:50 am,TBA,01/29-05/19,BAC 219,CASB - Humanities and FND - Humanities
70830,ENG,298,A,3,Intro:Literary&Cultural Study,MW,10:05 am-11:25 am,Stefanie Kyle Dunning (P),01/29-05/19,BAC 346,Advanced Writing and CASB - Humanities
81380,ENG,298,B,3,Intro:Literary&Cultural Study,MW,11:40 am-01:00 pm,Nalin Asoka Jayasena (P),01/29-05/19,UPH 127,Advanced Writing and CASB - Humanities
21190,ENG,298,C,3,Intro:Literary&Cultural Study,TR,02:50 pm-04:10 pm,Collin Jennings (P),01/29-05/19,BAC 250,Advanced Writing and CASB - Humanities
67110,ENG,301,A,3,History Of English Language,R,10:05 am-11:25 am,Gwendolyn Etter-Lewis (P),01/29-05/19,BAC 143,Hybrid (Partially Online) and Thematic Sequence
80903,ENG,301,B,3,History Of English Language,TR,02:50 pm-04:10 pm,Patrick Joseph Murphy (P),01/29-05/19,BAC 346,Thematic Sequence
75229,ENG,302,A,3,Structure Of Modern English,R,01:15 pm-02:35 pm,Gwendolyn Etter-Lewis (P),01/29-05/19,BAC 108,Hybrid (Partially Online) and Thematic Sequence
79706,ENG,302,B,3,Structure Of Modern English,TR,10:05 am-11:25 am,Vincent John Palozzi (P),01/29-05/19,UPH 255,Thematic Sequence
29216,ENG,304,A,3,Bckgrnds Comp Theory & Resrch,MW,04:25 pm-05:45 pm,TBA,01/29-05/19,UPH 262,Thematic Sequence
83064,ENG,310J,A,3,Intercultural Rhetorics,TR,11:40 am-01:00 pm,Emily Marie Legg (P),01/29-05/19,UPH 258,CASB - Humanities
79824,ENG,313,A,3,Technical Writing,TR,08:30 am-09:50 am,TBA,01/29-05/19,BAC 252,Advanced Writing
21197,ENG,313,B,3,Technical Writing,TR,10:05 am-11:25 am,TBA,01/29-05/19,BAC 252,Advanced Writing
76366,ENG,313,C,3,Technical Writing,MW,11:40 am-01:00 pm,TBA,01/29-05/19,BAC 252,Advanced Writing
25663,ENG,313,D,3,Technical Writing,MW,01:15 pm-02:35 pm,TBA,01/29-05/19,BAC 252,Advanced Writing
25662,ENG,313,E,3,Technical Writing,TR,01:15 pm-02:35 pm,TBA,01/29-05/19,BAC 252,Advanced Writing
79825,ENG,313,F,3,Technical Writing,MW,02:50 pm-04:10 pm,TBA,01/29-05/19,BAC 252,Advanced Writing
25664,ENG,313,G,3,Technical Writing,,TBA,TBA,01/29-05/19,WEB,Advanced Writing and Online Course/DistanceLearning
76367,ENG,316,A,3,Legal Writing and Reasoning,MW,02:50 pm-04:10 pm,Neal Darwin Schuett (P),01/29-05/19,BAC 108,
81874,ENG,316,B,3,Legal Writing and Reasoning,MW,04:25 pm-05:45 pm,Neal Darwin Schuett (P),01/29-05/19,BAC 108,
21203,ENG,320,A,3,Intermed Creatve Wrtg:Fiction,MW,10:05 am-11:25 am,Margaret M. Luongo (P),01/29-05/19,BAC 151,
24212,ENG,320,B,3,Intermed Creatve Wrtg:Fiction,TR,02:50 pm-04:10 pm,TBA,01/29-05/19,UPH 235,
82972,ENG,321,A,3,The Literary Marketplace,MW,10:05 am-11:00 am,Joseph Ray Bates (P),01/29-05/19,ART 100,
,,,,,,W,02:50 pm-03:45 pm,TBA,01/29-05/19,BAC 131,
82971,ENG,321,B,3,The Literary Marketplace,MW,10:05 am-11:00 am,Joseph Ray Bates (P),01/29-05/19,ART 100,
,,,,,,W,02:50 pm-03:45 pm,TBA,01/29-05/19,BOY 228,
80909,ENG,321,C,3,The Literary Marketplace,MW,10:05 am-11:00 am,Joseph Ray Bates (P),01/29-05/19,ART 100,
,,,,,,W,04:25 pm-05:20 pm,TBA,01/29-05/19,BAC 346,
62223,ENG,321,D,3,The Literary Marketplace,MW,10:05 am-11:00 am,Joseph Ray Bates (P),01/29-05/19,ART 100,
,,,,,,W,04:25 pm-05:20 pm,TBA,01/29-05/19,BOY 228,
83066,ENG,328,A,3,16th-Century English Lit,MW,01:15 pm-02:35 pm,Cynthia Klestinec (P),01/29-05/19,BAC 346,CASB - Humanities
82973,ENG,331,A,3,17th-Century English Lit,MW,10:05 am-11:25 am,Katharine M. Gillespie (P),01/29-05/19,BAC 138,
21206,ENG,337,A,3,African Amer Writing 1878-1945,MW,11:40 am-01:00 pm,Stefanie Kyle Dunning (P),01/29-05/19,BAC 346,CASB - Humanities and Thematic Sequence
82820,ENG,338,A,3,African Amer Writing 1946-Pres,TR,10:05 am-11:25 am,Cheryl L. Johnson (P),01/29-05/19,BAC 256,CASB - Humanities and Thematic Sequence
82822,ENG,338,B,3,African Amer Writing 1946-Pres,TR,11:40 am-01:00 pm,Cheryl L. Johnson (P),01/29-05/19,BAC 256,CASB - Humanities and Thematic Sequence
82806,ENG,351,A,3,Gender & Sexuality in Asian/Am,TR,10:05 am-11:25 am,Yu-Fang Cho (P),01/29-05/19,BAC 108,CASB - Humanities and Hybrid (Partially Online) and Intercultural Perspectives
82818,ENG,353,A,3,American Realism & Naturalism,TR,01:15 pm-02:35 pm,Andrew Hebard (P),01/29-05/19,BAC 346,CASB - Humanities
82805,ENG,370,A,3,Literary And Cultural Theory,MW,11:40 am-01:00 pm,Erin Elisabeth Edwards (P),01/29-05/19,BAC 138,
80914,ENG,373,A,3,Shakespeare: Late Works,TR,10:05 am-11:25 am,Kaara L. Peterson (P),01/29-05/19,UPH 258,
83070,ENG,387,A,3,Studies in Poetry,MW,11:40 am-01:00 pm,Christopher F. Cheek (P),01/29-05/19,UPH 209,CASB - Humanities
83071,ENG,388,A,3,Studies in Prose,MW,01:15 pm-02:35 pm,Joseph Ray Bates (P),01/29-05/19,UPH 209,CASB - Humanities
82928,ENG,406,A,3,Discourse Analysis:Speech Acts,MW,02:50 pm-04:10 pm,TBA,01/29-05/19,BAC 151,Senior Capstone
82951,ENG,410C,A,3,TESOL Adv. Language Assessment,T,04:25 pm-05:45 pm,TBA,01/29-05/19,BAC 256,Hybrid (Partially Online)
75193,ENG,411,A,3,Visual Rhetoric,MW,11:40 am-01:00 pm,TBA,01/29-05/19,BAC 264,Thematic Sequence
75197,ENG,411,B,3,Visual Rhetoric,MW,02:50 pm-04:10 pm,TBA,01/29-05/19,BAC 264,Thematic Sequence
21224,ENG,412,A,3,Print and Digital Editing,TR,02:50 pm-04:10 pm,TBA,01/29-05/19,BAC 252,Service Learning and Thematic Sequence
80916,ENG,415,A,3,Capstone: Professional Writing,TR,11:40 am-01:00 pm,W. Michele Simmons (P),01/29-05/19,BAC 264,Senior Capstone
75209,ENG,416,A,3,Writing for Global Audiences,WF,01:15 pm-02:35 pm,Nugrahenny Tourisia Zacharias (P),01/29-05/19,BAC 256,
79736,ENG,417,A,3,L2 Writing & Reading,MW,10:05 am-11:25 am,Anthony Joseph Cimasko (P),01/29-05/19,BAC 341,
25676,ENG,420,A,3,Adv Creat Wrtng:Fiction Wrkshp,MW,10:05 am-11:25 am,Brian Roley (P),01/29-05/19,BAC 256,
81368,ENG,422,A,3,Screenwriting Workshop,R,04:25 pm-07:05 pm,Zackary Drakeson Hill (P),01/29-05/19,PBD 024,
80917,ENG,423,A,3,Advanced Creative Nonfiction,TR,01:15 pm-02:35 pm,TaraShea Marie Nesbit (P),01/29-05/19,BAC 254,
80902,ENG,424,A,3,Ethics and Digital Media,,TBA,James E. Porter (P),01/29-05/19,WEB,Online Course/DistanceLearning
78347,ENG,430,A,3,Adv Creat Wrtng: Poetry Wrkshp,MW,01:15 pm-02:35 pm,Keith W. Tuma (P),01/29-05/19,BAC 254,
71917,ENG,432,A,3,Feminism and the Diaspora,TR,02:50 pm-04:10 pm,Cheryl L. Johnson (P),01/29-05/19,BAC 143,Intercultural Perspectives and Senior Capstone
71686,ENG,437,A,3,Black Feminist Theory,W,04:25 pm-07:05 pm,Tammy Lynn Brown (P),01/29-05/19,BAC 143,Intercultural Perspectives
21232,ENG,460,A,3,Cap:Issues In Creative Writing,MW,01:15 pm-02:35 pm,Margaret M. Luongo (P),01/29-05/19,BAC 256,Senior Capstone
83082,ENG,490T,A,3,Novel Knowledge,TR,11:40 am-01:00 pm,Collin Jennings (P),01/29-05/19,BAC 250,
82935,ENG,495C,A,3,Capstone: American Literature,MW,01:15 pm-02:35 pm,Timothy D. Melley (P),01/29-05/19,UPH 343,Senior Capstone
78399,ENG,495R,A,3,Capstone in Rhetoric & Writing,WF,02:50 pm-04:10 pm,Gabriele Bechtel (P),01/29-05/19,BAC 138,Senior Capstone
75196,ENG,511,A,3,Visual Rhetoric,MW,11:40 am-01:00 pm,TBA,01/29-05/19,BAC 264,
75198,ENG,511,B,3,Visual Rhetoric,MW,02:50 pm-04:10 pm,TBA,01/29-05/19,BAC 264,
25691,ENG,512,A,3,Print and Digital Editing,TR,02:50 pm-04:10 pm,TBA,01/29-05/19,BAC 252,
75212,ENG,516,A,3,Writing for Global Audiences,WF,01:15 pm-02:35 pm,Nugrahenny Tourisia Zacharias (P),01/29-05/19,BAC 256,
79737,ENG,517,A,3,L2 Writing & Reading,MW,10:05 am-11:25 am,Anthony Joseph Cimasko (P),01/29-05/19,BAC 341,
80923,ENG,524,A,3,Ethics and Digital Media,,TBA,James E. Porter (P),01/29-05/19,WEB,Online Course/DistanceLearning
21237,ENG,605,A,2,Issues in the Profession,W,10:05 am-11:25 am,Cynthia Klestinec (P),01/29-05/19,BAC 250,
71596,ENG,607,A,2,Teaching Practicum II,W,11:40 am-01:00 pm,Anthony Joseph Cimasko (P),01/29-05/19,BAC 250,
82038,ENG,607,QA,2,Teaching Practicum II,W,02:50 pm-04:10 pm,Catherine Anne Wagner (P),02/12-05/19,BAC 341,
82934,ENG,610B,A,4,Transnational Studies,T,01:15 pm-04:05 pm,Yu-Fang Cho (P),01/29-05/19,BAC 343,
80928,ENG,615,A,3,TESOL Methods & Materials,R,04:25 pm-05:45 pm,Karim Hesham Shaker Ibrahim (P),01/29-05/19,BAC 343,Hybrid (Partially Online)
80929,ENG,616,A,3,TESOL Practicum,,TBA,Vincent John Palozzi (P),01/29-05/19,TBA,
82933,ENG,620,A,4,Studies In Renaissance Lit,M,01:15 pm-04:05 pm,Katharine M. Gillespie (P),01/29-05/19,BAC 337,
