CRN,Subj,Crse,Sec,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location,Attribute
60357,EDP,279,A,3,Tech + Media Lit and Learning,,TBA,Michele D. Dickey (P),08/28-12/16,WEB,FND - Social Science and Online Course/DistanceLearning and Thematic Sequence
60358,EDP,279,B,3,Tech + Media Lit and Learning,,TBA,James David Swartz (P),08/28-12/16,WEB,FND - Social Science and Online Course/DistanceLearning and Thematic Sequence
61363,EDP,279,C,3,Tech + Media Lit and Learning,,TBA,James David Swartz (P),08/28-12/16,WEB,FND - Social Science and Online Course/DistanceLearning and Thematic Sequence
66144,EDP,279,D,3,Tech + Media Lit and Learning,,TBA,Darrel Raymond Davis (P),08/28-12/16,WEB,FND - Social Science and Online Course/DistanceLearning and Thematic Sequence
51894,EDP,301A,A,3,Assesst & Eval In Ed Settings,TR,08:30 am-09:50 am,William John Boone (P),08/28-12/16,MCG 224,
60250,EDP,301A,B,3,Assesst & Eval In Ed Settings,TR,10:05 am-11:25 am,William John Boone (P),08/28-12/16,MCG 224,
61370,EDP,301M,A,3,Assesst & Eval In Ed Settings,TR,01:15 pm-02:35 pm,Mary Theresa Peters (P),08/28-12/16,MCG 223,
51897,EDP,301M,B,3,Assesst & Eval In Ed Settings,TR,02:50 pm-04:10 pm,Mary Theresa Peters (P),08/28-12/16,MCG 223,
71922,EDP,324,WA,3,Research & Applied Writing,TR,02:50 pm-04:10 pm,Joseph Earl Schroer (P),10/11-12/16,MCG 224,Advanced Writing
66159,EDP,351,A,1,Miami Connections Mentoring,F,02:50 pm-04:10 pm,Leah Hope Wasburn-Moses (P),08/28-12/16,MCG 222,Service Learning
68556,EDP,366,QA,3,Cross-Cultural - US and China,W,06:30 pm-09:10 pm,Aimin Wang (P),09/11-12/16,MCG 215,FND - Global Course and FND - Social Science
72192,EDP,378,A,3,Media Illusions of Disability,W,06:30 pm-09:10 pm,Mark William O'Hara (P),08/28-12/16,MCG 117,
15778,EDP,419F,A,15,Sup Tchg: Mild/Moderate,,TBA,Amy L. Emery (P),08/28-12/16,TBA,
15341,EDP,432,A,3,Assess&Edu Plan/Chld Age 3-8,MW,01:15 pm-02:35 pm,Joseph Earl Schroer (P),08/28-12/16,MCG 226,
55895,EDP,432,B,3,Assess&Edu Plan/Chld Age 3-8,MW,02:50 pm-04:10 pm,Joseph Earl Schroer (P),08/28-12/16,MCG 226,
68019,EDP,432,C,3,Assess&Edu Plan/Chld Age 3-8,MW,11:40 am-01:00 pm,Joseph Earl Schroer (P),08/28-12/16,MCG 226,
68020,EDP,446,A,3,Educational Interactive Design,,TBA,Michele D. Dickey (P),08/28-12/16,WEB,Online Course/DistanceLearning
68635,EDP,460,A,3,Research Sem/Exc Ed Devel Diff,TR,02:40 pm-04:00 pm,Sarah Jean Watt (P),08/28-09/22,MCG 117,Senior Capstone
71933,EDP,468,A,3,Methods II: Moderate/Intensive,MF,01:15 pm-02:35 pm,Ashley Elizabeth Johnson (P),08/28-12/16,MCG 121,
62896,EDP,471,A,3,Literacy Seminar: Clinical,MW,10:05 am-11:25 am,Leah Hope Wasburn-Moses (P),08/28-09/22,MCG 120,Senior Capstone
64373,EDP,478,A,3,Social Skills & Collaboration,TR,02:50 pm-04:10 pm,Molly D. Kelly (P),08/28-12/16,MCG 118,
72131,EDP,479,A,3,Autism: Intro/Research,,TBA,Katherine Rae Mezher (P),08/28-12/16,WEB,Online Course/DistanceLearning
69542,EDP,482,A,3,Autism: Teaching Strategies,,TBA,Molly D. Kelly (P),08/28-12/16,WEB,Online Course/DistanceLearning
57765,EDP,491,B,3,Mild Moderate Methods,TR,01:15 pm-02:35 pm,Sarah Jean Watt (P),08/28-12/16,MCG 121,Thematic Sequence
66246,EDP,495E,A,3,Incl/Adp:Mild/Mod/Gift Erl Ch,MW,11:40 am-01:00 pm,Katherine Rae Mezher (P),08/28-12/16,MCG 222,
66247,EDP,495E,B,3,Incl/Adp:Mild/Mod/Gift Erl Ch,MW,01:15 pm-02:35 pm,Katherine Rae Mezher (P),08/28-12/16,MCG 223,
68037,EDP,495E,C,3,Incl/Adp:Mild/Mod/Gift Erl Ch,MW,02:50 pm-04:10 pm,Katherine Rae Mezher (P),08/28-12/16,MCG 223,
15345,EDP,532,A,3,Assess&Edu Plan/Chld Age 3-8,MW,01:15 pm-02:35 pm,Joseph Earl Schroer (P),08/28-12/16,MCG 226,
72132,EDP,579,A,3,Autism: Intro/Research,,TBA,Katherine Rae Mezher (P),08/28-12/16,WEB,Online Course/DistanceLearning
69543,EDP,582,A,3,Autism: Teaching Strategies,,TBA,Molly D. Kelly (P),08/28-12/16,WEB,Online Course/DistanceLearning
57766,EDP,591,B,3,Mild Moderate Methods,TR,01:15 pm-02:35 pm,Sarah Jean Watt (P),08/28-12/16,MCG 121,
10745,EDP,596,A,3,Behav Intervtn:Thry/Princ/Tech,T,06:30 pm-09:10 pm,TBA,08/28-12/16,MCG 215,
10749,EDP,601,A,3,Advanced Educational Psy,M,04:25 pm-07:05 pm,Jane Elizabeth Richey (P),08/28-12/16,MCG 122,
10750,EDP,603,A,3,Theories Of Human Learning,W,04:25 pm-07:05 pm,Joseph Earl Schroer (P),08/28-12/16,MCG 221,
10751,EDP,604,A,3,Role & Func Schl Psychologist,W,01:15 pm-03:55 pm,Amity Lynn Noltemeyer (P),08/28-12/16,MCG 119,
64369,EDP,607,A,3,Educational Measurement-Eval,T,04:25 pm-07:05 pm,William John Boone (P),08/28-12/16,MCG 415,
10752,EDP,612,A,5,Psychoeduc Assess&Intervent II,M,08:00 am-12:35 pm,Michael Francis Woodin (P),08/28-12/16,MCG 119,
68039,EDP,643,A,3,Interactive Design,,TBA,Michele D. Dickey (P),08/28-12/16,WEB,Online Course/DistanceLearning
72147,EDP,645,A,3,Curriculum and Technology,,TBA,James David Swartz (P),08/28-12/16,WEB,Online Course/DistanceLearning
68042,EDP,652,A,3,Educational Research Practicum,W,04:25 pm-07:05 pm,Aimin Wang (P),08/28-12/16,MCG 311,
10755,EDP,666,A,3,Consultation and Collaboration,T,04:25 pm-07:05 pm,Erin A. Harper (P),08/28-12/16,MCG 226,
61371,EDP,672,A,3,Counseling Theories And Issues,W,04:25 pm-07:05 pm,Erin A. Harper (P),08/28-12/16,MCG 118,
68644,EDP,695A,A,1,Spvsd Pub Sch Exp/Sch Psy Stu,M,01:15 pm-02:10 pm,TBA,08/28-12/16,MCG 225,
68645,EDP,695B,A,1,Spvsd Pub Sch Exp/Sch Psy Stu,M,02:15 pm-03:10 pm,TBA,08/28-12/16,MCG 225,
68646,EDP,695C,A,1,Spvsd Pub Sch Exp/Sch Psy Stu,M,02:15 pm-03:10 pm,TBA,08/28-12/16,MCG 225,
72350,EDP,795,A,7,Suprvsd Fld Exp in School Psyc,,TBA,Raymond Witte (P),08/28-12/16,TBA,
,,,,,,,,,,,
CRN,Subj,Crse,Sec,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location,Attribute
51772,ECE,205,A,4,Electric Circuit Analysis - I,WF,10:05 am-11:25 am,Gokhan Sahin (P),08/28-12/16,GAR 156,
,,,,,,R,08:00 am-09:50 am,TBA,08/28-12/16,GAR 149,
51773,ECE,205,B,4,Electric Circuit Analysis - I,WF,10:05 am-11:25 am,Gokhan Sahin (P),08/28-12/16,GAR 156,
,,,,,,R,12:10 pm-02:00 pm,TBA,08/28-12/16,GAR 149,
51774,ECE,205,C,4,Electric Circuit Analysis - I,WF,02:50 pm-04:10 pm,Gokhan Sahin (P),08/28-12/16,GAR 156,
,,,,,,R,10:05 am-11:55 am,TBA,08/28-12/16,GAR 149,
51775,ECE,205,D,4,Electric Circuit Analysis - I,T,02:15 pm-04:05 pm,TBA,08/28-12/16,GAR 149,
,,,,,,WF,02:50 pm-04:10 pm,Gokhan Sahin (P),08/28-12/16,GAR 156,
51776,ECE,205,E,4,Electric Circuit Analysis - I,T,08:00 am-09:50 am,TBA,08/28-12/16,GAR 149,
,,,,,,WF,08:30 am-09:50 am,Gokhan Sahin (P),08/28-12/16,BEN 100,
62803,ECE,205,F,4,Electric Circuit Analysis - I,WF,08:30 am-09:50 am,Gokhan Sahin (P),08/28-12/16,BEN 100,
,,,,,,R,02:15 pm-04:05 pm,TBA,08/28-12/16,GAR 149,
18207,ECE,287,A,4,Digital Systems Design,WF,11:40 am-01:00 pm,Yamuna Rajasekhar (P),08/28-12/16,PSN 116,
,,,,,,R,10:05 am-11:55 am,Yamuna Rajasekhar,08/28-12/16,EGB 267,
51777,ECE,287,B,4,Digital Systems Design,WF,11:40 am-01:00 pm,Yamuna Rajasekhar (P),08/28-12/16,PSN 116,
,,,,,,R,02:15 pm-04:05 pm,Yamuna Rajasekhar,08/28-12/16,EGB 267,
58715,ECE,287,C,4,Digital Systems Design,WF,11:40 am-01:00 pm,Yamuna Rajasekhar (P),08/28-12/16,PSN 116,
,,,,,,R,04:25 pm-06:15 pm,Yamuna Rajasekhar,08/28-12/16,EGB 267,
65456,ECE,287,D,4,Digital Systems Design,WF,11:40 am-01:00 pm,Yamuna Rajasekhar (P),08/28-12/16,PSN 116,
,,,,,,R,12:10 pm-02:00 pm,Yamuna Rajasekhar,08/28-12/16,EGB 267,
50259,ECE,303,A,3,Computer-Aided Experimentation,MW,02:50 pm-03:45 pm,Jeffrey D. Herdtner (P),08/28-12/16,EGB 270,
,,,,,,T,10:05 am-11:55 am,Jeffrey D. Herdtner,08/28-12/16,GAR 141,
50260,ECE,303,B,3,Computer-Aided Experimentation,MW,02:50 pm-03:45 pm,Jeffrey D. Herdtner (P),08/28-12/16,EGB 270,
,,,,,,T,12:10 pm-02:00 pm,Jeffrey D. Herdtner,08/28-12/16,GAR 141,
59678,ECE,303,C,3,Computer-Aided Experimentation,MW,04:25 pm-05:20 pm,Jeffrey D. Herdtner (P),08/28-12/16,GAR 156,
,,,,,,T,02:15 pm-04:05 pm,Jeffrey D. Herdtner,08/28-12/16,GAR 141,
69675,ECE,303,D,3,Computer-Aided Experimentation,MW,04:25 pm-05:20 pm,Jeffrey D. Herdtner (P),08/28-12/16,GAR 156,
,,,,,,T,04:25 pm-06:15 pm,Jeffrey D. Herdtner,08/28-12/16,GAR 141,
70514,ECE,303,E,3,Computer-Aided Experimentation,MW,02:50 pm-03:45 pm,Jeffrey D. Herdtner (P),08/28-12/16,EGB 270,
,,,,,,R,02:15 pm-04:05 pm,Jeffrey D. Herdtner,08/28-12/16,GAR 141,
51779,ECE,304,A,3,Electronics,MW,02:50 pm-03:45 pm,Donald R. Ucci (P),08/28-12/16,BEN 206,
,,,,,,T,10:05 am-11:55 am,Donald R. Ucci,08/28-12/16,GAR 149,
51780,ECE,304,B,3,Electronics,MW,02:50 pm-03:45 pm,Donald R. Ucci (P),08/28-12/16,BEN 206,
,,,,,,T,12:10 pm-02:00 pm,Donald R. Ucci,08/28-12/16,GAR 149,
72347,ECE,306,A,3,Signals and Systems,TR,02:50 pm-04:10 pm,Jeffrey D. Herdtner (P),08/28-12/16,GAR 156,
59671,ECE,325,A,3,Applied Electromagnetics,WF,01:15 pm-02:10 pm,Dmitriy Garmatyuk (P),08/28-12/16,BEN 100,
,,,,,,R,10:05 am-11:55 am,Dmitriy Garmatyuk,08/28-12/16,EGB 175,
64855,ECE,325,B,3,Applied Electromagnetics,WF,01:15 pm-02:10 pm,Dmitriy Garmatyuk (P),08/28-12/16,BEN 100,
,,,,,,R,12:10 pm-02:00 pm,Dmitriy Garmatyuk,08/28-12/16,EGB 175,
70453,ECE,340,A,0.000-20.000,Internship,,TBA,Qihou Zhou (P),08/28-12/16,TBA,
59680,ECE,345,A,3,Probability for Engineers,MW,08:15 am-09:50 am,Qihou Zhou (P),08/28-12/16,GAR 156,Thematic Sequence
72345,ECE,429,A,3,Digital Image Processing,MW,01:15 pm-02:35 pm,Chi-Hao Cheng (P),08/28-12/16,GAR 156,
50262,ECE,436,A,3,Control of Dynamic Systems,MWF,04:25 pm-05:20 pm,James Robert Chagdes (P),08/28-12/16,EGB 270,
,,,,,,T,08:00 am-09:50 am,Jeffrey L. Peterson,08/28-12/16,EGB 168,
53587,ECE,436,B,3,Control of Dynamic Systems,MWF,04:25 pm-05:20 pm,James Robert Chagdes (P),08/28-12/16,EGB 270,
,,,,,,T,10:05 am-11:55 am,Jeffrey L. Peterson,08/28-12/16,EGB 168,
58714,ECE,436,C,3,Control of Dynamic Systems,MWF,04:25 pm-05:20 pm,James Robert Chagdes (P),08/28-12/16,EGB 270,
,,,,,,T,02:15 pm-04:05 pm,Timothy Martyn Cameron,08/28-12/16,EGB 268,
67740,ECE,436,D,3,Control of Dynamic Systems,MWF,04:25 pm-05:20 pm,James Robert Chagdes (P),08/28-12/16,EGB 270,
,,,,,,T,10:05 am-11:55 am,James Robert Chagdes,08/28-12/16,EGB 268,
70525,ECE,436,E,3,Control of Dynamic Systems,MWF,04:25 pm-05:20 pm,James Robert Chagdes (P),08/28-12/16,EGB 270,
,,,,,,T,12:10 pm-02:00 pm,James Robert Chagdes,08/28-12/16,EGB 268,
70278,ECE,436H,A,3,Control of Dynamic Systems,MWF,04:25 pm-05:20 pm,James Robert Chagdes (P),08/28-12/16,EGB 270,
,,,,,,T,08:00 am-09:50 am,Jeffrey L. Peterson,08/28-12/16,EGB 168,
50263,ECE,448,A,2,Senior Design Project,M,06:30 pm-07:50 pm,Dmitriy Garmatyuk (P),08/28-12/16,GAR 156,Senior Capstone
58822,ECE,449,A,2,Senior Design Project,M,06:30 pm-07:50 pm,Dmitriy Garmatyuk (P),08/28-12/16,GAR 156,Senior Capstone
69720,ECE,453,A,3,Communication Systems,MW,05:30 pm-06:50 pm,Donald R. Ucci (P),08/28-12/16,BEN 207,
72618,ECE,497,A,3,Electric Vehicle Technology,T,10:05 am-11:55 am,Mark John Scott,08/28-12/16,EGB 168,
,,,,,,WF,10:05 am-11:00 am,Mark John Scott (P),08/28-12/16,BEN 100,
72619,ECE,497,B,3,Electric Vehicle Technology,T,12:10 pm-02:00 pm,Mark John Scott,08/28-12/16,EGB 168,
,,,,,,WF,10:05 am-11:00 am,Mark John Scott (P),08/28-12/16,BEN 100,
72620,ECE,497,C,3,Electric Vehicle Technology,T,02:15 pm-04:05 pm,Mark John Scott,08/28-12/16,EGB 168,
,,,,,,WF,10:05 am-11:00 am,Mark John Scott (P),08/28-12/16,BEN 100,
72460,ECE,529,A,3,Digital Image Processing,MW,01:15 pm-02:35 pm,Chi-Hao Cheng (P),08/28-12/16,GAR 156,
72282,ECE,536,A,3,Control of Dynamic Systems,MWF,04:25 pm-06:15 pm,James Robert Chagdes (P),08/28-12/16,EGB 270,
,,,,,,T,08:00 am-09:50 am,Jeffrey L. Peterson,08/28-12/16,EGB 168,
69724,ECE,553,A,3,Communication Systems,MW,05:30 pm-06:50 pm,Donald R. Ucci (P),08/28-12/16,BEN 207,
72621,ECE,597,B,3,Electric Vehicle Technology,T,12:10 pm-02:00 pm,Mark John Scott,08/28-12/16,EGB 168,
,,,,,,WF,10:05 am-11:00 am,Mark John Scott (P),08/28-12/16,BEN 100,
60226,ECE,610,A,1,Graduate Seminar,M,11:40 am-12:35 pm,Chi-Hao Cheng (P),08/28-12/16,BEN 100,
,,,,,,,,,,,
CRN,Subj,Crse,Sec,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location,Attribute
64374,EGM,411,A,3,Leading and Managing Projects,R,06:30 pm-09:10 pm,TBA,08/28-12/16,BEN 114,
,,,,,,R,06:30 pm-09:10 pm,TBA,08/28-12/16,GAR 145,
64375,EGM,511,A,3,Leading and Managing Projects,R,06:30 pm-09:10 pm,TBA,08/28-12/16,BEN 114,
,,,,,,R,06:30 pm-09:10 pm,TBA,08/28-12/16,GAR 145,
,,,,,,,,,,,
CRN,Subj,Crse,Sec,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location,Attribute
68656,ENG,104,A,1,Writing Studio,M,10:05 am-11:25 am,TBA,08/28-12/16,BAC 338,
56924,ENG,104,B,1,Writing Studio,T,10:05 am-11:25 am,TBA,08/28-12/16,BAC 338,
56688,ENG,104,C,1,Writing Studio,M,11:40 am-01:00 pm,TBA,08/28-12/16,BAC 338,
71540,ENG,104,D,1,Writing Studio,M,01:15 pm-02:35 pm,TBA,08/28-12/16,BAC 338,
67309,ENG,104,E,1,Writing Studio,W,01:15 pm-02:35 pm,TBA,08/28-12/16,BAC 338,
70361,ENG,104,F,1,Writing Studio,W,02:50 pm-04:10 pm,TBA,08/28-12/16,BAC 151,
71541,ENG,104,G,1,Writing Studio,W,04:25 pm-05:45 pm,TBA,08/28-12/16,BAC 338,
69736,ENG,108,AA,4,U.S. Cult & Comp L2 Writers,MW,08:00 am-09:50 am,TBA,08/28-12/16,BOY 228,FND - Global Course
69740,ENG,108,AB,4,U.S. Cult & Comp L2 Writers,TR,08:00 am-09:50 am,TBA,08/28-12/16,BAC 151,FND - Global Course
62003,ENG,108,BA,4,U.S. Cult & Comp L2 Writers,MWF,08:30 am-09:45 am,TBA,08/28-12/16,EGB 162,FND - Global Course
69745,ENG,108,CA,4,U.S. Cult & Comp L2 Writers,MWF,10:05 am-11:20 am,TBA,08/28-12/16,BAC 341,FND - Global Course
70543,ENG,108,CB,4,U.S. Cult & Comp L2 Writers,MWF,10:05 am-11:20 am,TBA,08/28-12/16,EGB 162,FND - Global Course
57111,ENG,108,EA,4,U.S. Cult & Comp L2 Writers,MWF,11:40 am-12:55 pm,TBA,08/28-12/16,BAC 341,FND - Global Course
57112,ENG,108,GA,4,U.S. Cult & Comp L2 Writers,MWF,01:15 pm-02:30 pm,TBA,08/28-12/16,PBD 029,FND - Global Course
69730,ENG,108,HA,4,U.S. Cult & Comp L2 Writers,MWF,02:50 pm-04:05 pm,TBA,08/28-12/16,PBD 029,FND - Global Course
68697,ENG,108,PA,4,U.S. Cult & Comp L2 Writers,MW,04:25 pm-06:15 pm,TBA,08/28-12/16,BAC 346,FND - Global Course
67191,ENG,109,AA,4,Composition & Rhet L2 Writers,MW,08:00 am-09:50 am,TBA,08/28-12/16,UPH 343,FND - English
56879,ENG,109,BA,4,Composition & Rhet L2 Writers,MWF,08:30 am-09:45 am,TBA,08/28-12/16,BAC 337,FND - English
69753,ENG,109,CA,4,Composition & Rhet L2 Writers,MWF,10:05 am-11:20 am,TBA,08/28-12/16,BAC 337,FND - English
70752,ENG,109,CB,4,Composition & Rhet L2 Writers,MWF,10:05 am-11:20 am,TBA,08/28-12/16,UPH 343,FND - English
67232,ENG,109,DA,4,Composition & Rhet L2 Writers,MWF,11:40 am-12:55 pm,TBA,08/28-12/16,BAC 256,FND - English
10868,ENG,109,DB,4,Composition & Rhet L2 Writers,MWF,11:40 am-12:55 pm,TBA,08/28-12/16,PBD 031,FND - English
68642,ENG,109,GA,4,Composition & Rhet L2 Writers,MWF,01:15 pm-02:30 pm,TBA,08/28-12/16,BAC 346,FND - English
69759,ENG,109,GB,4,Composition & Rhet L2 Writers,MWF,01:15 pm-02:30 pm,TBA,08/28-12/16,BAC 256,FND - English
65391,ENG,109,KA,4,Composition & Rhet L2 Writers,MWF,02:50 pm-04:05 pm,TBA,08/28-12/16,HRN 302,FND - English
68621,ENG,109,KB,4,Composition & Rhet L2 Writers,MWF,02:50 pm-04:05 pm,TBA,08/28-12/16,UPH 343,FND - English
68730,ENG,109,PA,4,Composition & Rhet L2 Writers,MW,04:25 pm-06:15 pm,TBA,08/28-12/16,UPH 343,FND - English
67170,ENG,109,PB,4,Composition & Rhet L2 Writers,MW,04:25 pm-06:15 pm,TBA,08/28-12/16,IRV 009,FND - English
10869,ENG,111,AA,3,Composition and Rhetoric,MWF,08:30 am-09:25 am,TBA,08/28-12/16,BAC 256,FND - English and Student Laptop Required and Top 25
16649,ENG,111,AB,3,Composition and Rhetoric,MWF,08:30 am-09:25 am,TBA,08/28-12/16,UPH 235,FND - English and Student Laptop Required and Top 25
10870,ENG,111,AC,3,Composition and Rhetoric,MWF,08:30 am-09:25 am,TBA,08/28-12/16,BAC 250,FND - English and Student Laptop Required and Top 25
17405,ENG,111,AD,3,Composition and Rhetoric,MWF,08:30 am-09:25 am,TBA,08/28-12/16,UPH 131,FND - English and Student Laptop Required and Top 25
15982,ENG,111,AE,3,Composition and Rhetoric,MWF,08:30 am-09:25 am,TBA,08/28-12/16,UPH 167,FND - English and Student Laptop Required and Top 25
53613,ENG,111,BA,3,Composition and Rhetoric,MWF,08:30 am-09:25 am,TBA,08/28-12/16,ART 103,FND - English and Student Laptop Required and Top 25
10877,ENG,111,BB,3,Composition and Rhetoric,TR,08:30 am-09:50 am,TBA,08/28-12/16,BAC 256,FND - English and Student Laptop Required and Top 25
16650,ENG,111,BC,3,Composition and Rhetoric,TR,08:30 am-09:50 am,TBA,08/28-12/16,BAC 250,FND - English and Student Laptop Required and Top 25
56800,ENG,111,BD,3,Composition and Rhetoric,TR,08:30 am-09:50 am,TBA,08/28-12/16,BAC 346,FND - English and Student Laptop Required and Top 25
14433,ENG,111,BE,3,Composition and Rhetoric,TR,08:30 am-09:50 am,TBA,08/28-12/16,BAC 143,FND - English and Student Laptop Required and Top 25
50805,ENG,111,BF,3,Composition and Rhetoric,TR,08:30 am-09:50 am,TBA,08/28-12/16,UPH 167,FND - English and Student Laptop Required and Top 25
10884,ENG,111,DA,3,Composition and Rhetoric,MWF,10:05 am-11:00 am,TBA,08/28-12/16,BAC 134,FND - English and Student Laptop Required and Top 25
10885,ENG,111,DB,3,Composition and Rhetoric,TR,10:05 am-11:25 am,TBA,08/28-12/16,BAC 252,FND - English and Student Laptop Required and Top 25
10883,ENG,111,DC,3,Composition and Rhetoric,TR,10:05 am-11:25 am,TBA,08/28-12/16,BAC 250,FND - English and Student Laptop Required and Top 25
14070,ENG,111,DD,3,Composition and Rhetoric,TR,10:05 am-11:25 am,TBA,08/28-12/16,PBD 021,FND - English and Student Laptop Required and Top 25
56905,ENG,111,DF,3,Composition and Rhetoric,TR,10:05 am-11:25 am,TBA,08/28-12/16,UPH 131,FND - English and Student Laptop Required and Top 25
53566,ENG,111,DG,3,Composition and Rhetoric,TR,10:05 am-11:25 am,TBA,08/28-12/16,UPH 235,FND - English and Student Laptop Required and Top 25
10886,ENG,111,DH,3,Composition and Rhetoric,WF,10:05 am-11:25 am,TBA,08/28-12/16,UPH 071,FND - English and Student Laptop Required and Top 25
10895,ENG,111,EA,3,Composition and Rhetoric,MWF,11:40 am-12:35 pm,TBA,08/28-12/16,BAC 254,FND - English and Student Laptop Required and Top 25
16651,ENG,111,FA,3,Composition and Rhetoric,MWF,11:40 am-12:35 pm,TBA,08/28-12/16,UPH 131,FND - English and Student Laptop Required and Top 25
10900,ENG,111,FB,3,Composition and Rhetoric,MWF,11:40 am-12:35 pm,TBA,08/28-12/16,KRG 213,FND - English and Student Laptop Required and Top 25
10898,ENG,111,FC,3,Composition and Rhetoric,TR,11:40 am-01:00 pm,TBA,08/28-12/16,UPH 167,FND - English and Student Laptop Required and Top 25
10899,ENG,111,FD,3,Composition and Rhetoric,TR,11:40 am-01:00 pm,TBA,08/28-12/16,BAC 250,FND - English and Student Laptop Required and Top 25
10890,ENG,111,FE,3,Composition and Rhetoric,TR,11:40 am-01:00 pm,TBA,08/28-12/16,UPH 235,FND - English and Student Laptop Required and Top 25
53606,ENG,111,JA,3,Composition and Rhetoric,MW,01:15 pm-02:35 pm,TBA,08/28-12/16,KRG 213,FND - English and Student Laptop Required and Top 25
14075,ENG,111,JB,3,Composition and Rhetoric,TR,01:15 pm-02:35 pm,TBA,08/28-12/16,UPH 163,FND - English and Student Laptop Required and Top 25
10906,ENG,111,JC,3,Composition and Rhetoric,TR,01:15 pm-02:35 pm,TBA,08/28-12/16,UPH 235,FND - English and Student Laptop Required and Top 25
10923,ENG,111,JD,3,Composition and Rhetoric,TR,01:15 pm-02:35 pm,TBA,08/28-12/16,UPH 167,FND - English and Student Laptop Required and Top 25
10907,ENG,111,JE,3,Composition and Rhetoric,WF,01:15 pm-02:35 pm,TBA,08/28-12/16,TBA,FND - English and Student Laptop Required and Top 25
14398,ENG,111,NA,3,Composition and Rhetoric,MWF,02:50 pm-03:45 pm,TBA,08/28-12/16,UPH 328,FND - English and Top 25
10918,ENG,111,NB,3,Composition and Rhetoric,TR,02:50 pm-04:10 pm,TBA,08/28-12/16,UPH 235,FND - English and Student Laptop Required and Top 25
10919,ENG,111,NC,3,Composition and Rhetoric,TR,02:50 pm-04:10 pm,TBA,08/28-12/16,BAC 256,FND - English and Student Laptop Required and Top 25
15996,ENG,111,ND,3,Composition and Rhetoric,TR,02:50 pm-04:10 pm,TBA,08/28-12/16,BAC 250,FND - English and Student Laptop Required and Top 25
10920,ENG,111,NE,3,Composition and Rhetoric,WF,02:50 pm-04:10 pm,TBA,08/28-12/16,UPH 167,FND - English and Student Laptop Required and Top 25
55115,ENG,111,QA,3,Composition and Rhetoric,MW,04:25 pm-05:45 pm,TBA,08/28-12/16,BAC 264,FND - English and Top 25
14249,ENG,111,QB,3,Composition and Rhetoric,TR,04:25 pm-05:45 pm,TBA,08/28-12/16,BAC 143,FND - English and Student Laptop Required and Top 25
10925,ENG,111,QC,3,Composition and Rhetoric,TR,04:25 pm-05:45 pm,TBA,08/28-12/16,BAC 134,FND - English and Student Laptop Required and Top 25
56933,ENG,111,QD,3,Composition and Rhetoric,TR,04:25 pm-05:45 pm,TBA,08/28-12/16,BAC 256,FND - English and Student Laptop Required and Top 25
67118,ENG,112,A,3,Composition & Literature,MW,11:40 am-01:00 pm,TBA,08/28-12/16,UPH 235,FND - English and Student Laptop Required and Top 25
60428,ENG,112,B,3,Composition & Literature,MW,01:15 pm-02:35 pm,TBA,08/28-12/16,UPH 131,FND - English and Student Laptop Required and Top 25
